"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","switch","rule","stimnum","prob_switch","correct_key","tasknum","practice","practice_accuracy","number_practice_combines","response","BDMquizgrade","task_displayed","slider_start","responses","question_order","TOT","overall","performance_by_block","points_list","value_list","offer_list","exp_version"
"","html-keyboard-response","110","576187","0.0-2.0-3.0-2.0-1.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","111","576493","0.0-2.0-3.0-2.0-2.0","64.68999999924563"," ","75","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","112","577600","0.0-2.0-3.0-2.0-3.0","1102.0400000270456","<p style=""color: blue"" >1</p>","75","n-switch","true","false","2","0","0.1","75","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","113","578001","0.0-2.0-3.0-2.0-4.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","114","578310","0.0-2.0-3.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","115","579089","0.0-2.0-3.0-2.0-6.0","775.3350000130013","<p style=""color: blue"" >3</p>","75","n-switch","true","false","2","2","0.1","75","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","116","579814","0.0-2.0-3.0-2.0-7.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","117","580119","0.0-2.0-3.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","118","581464","0.0-2.0-3.0-2.0-9.0","1341.8649999948684","<p style=""color: blue"" >2</p>","72","n-switch","true","false","2","1","0.1","72","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","119","581626","0.0-2.0-3.0-2.0-10.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","120","581941","0.0-2.0-3.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","121","582749","0.0-2.0-3.0-2.0-12.0","803.6850000207778","<p style=""color: blue"" >3</p>","75","n-switch","true","false","2","2","0.1","75","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","122","583454","0.0-2.0-3.0-2.0-13.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","123","583758","0.0-2.0-3.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","124","584970","0.0-2.0-3.0-2.0-15.0","1205.4300000017975","<p style=""color: blue"" >7</p>","75","n-switch","true","false","2","5","0.1","75","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","125","585268","0.0-2.0-3.0-2.0-16.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","126","585575","0.0-2.0-3.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","127","586509","0.0-2.0-3.0-2.0-18.0","930.1700000069104","<p style=""color: blue"" >9</p>","75","n-switch","true","false","2","7","0.1","75","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","128","587082","0.0-2.0-3.0-2.0-19.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","129","587387","0.0-2.0-3.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","130","588676","0.0-2.0-3.0-2.0-21.0","1285.1599999994505","<p style=""color: green"" >9</p>","70","n-switch","true","true","1","7","0.1","70","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","131","588894","0.0-2.0-3.0-2.0-22.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","132","589203","0.0-2.0-3.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","133","590116","0.0-2.0-3.0-2.0-24.0","907.4899999832269","<p style=""color: green"" >7</p>","70","n-switch","true","false","1","5","0.1","70","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","134","590719","0.0-2.0-3.0-2.0-25.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","135","591026","0.0-2.0-3.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","136","591897","0.0-2.0-3.0-2.0-27.0","867.3249999992549","<p style=""color: green"" >6</p>","83","n-switch","false","false","1","4","0.1","70","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","137","592534","0.0-2.0-3.0-2.0-28.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","138","592837","0.0-2.0-3.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","139","594355","0.0-2.0-3.0-2.0-30.0","null","<p style=""color: blue"" >7</p>","null","n-switch","false","true","2","5","0.1","75","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","140","594362","0.0-2.0-3.0-2.0-31.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","141","594675","0.0-2.0-3.0-2.0-32.0","6.984999985434115"," ","72","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","142","596160","0.0-2.0-3.0-2.0-33.0","1481.0050000087358","<p style=""color: blue"" >7</p>","75","n-switch","true","false","2","5","0.1","75","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","143","596184","0.0-2.0-3.0-2.0-34.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","144","596489","0.0-2.0-3.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","145","597618","0.0-2.0-3.0-2.0-36.0","1124.3050000048243","<p style=""color: green"" >1</p>","83","n-switch","true","true","1","0","0.1","83","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","146","598008","0.0-2.0-3.0-2.0-37.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","147","598310","0.0-2.0-3.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","148","599145","0.0-2.0-3.0-2.0-39.0","830.96999998088","<p style=""color: green"" >1</p>","83","n-switch","true","false","1","0","0.1","83","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","149","599818","0.0-2.0-3.0-2.0-40.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","150","600126","0.0-2.0-3.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","151","601280","0.0-2.0-3.0-2.0-42.0","1150.210000021616","<p style=""color: green"" >9</p>","70","n-switch","true","false","1","7","0.1","70","0","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","152","601644","0.0-2.0-3.0-2.0-43.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","153","601947","0.0-2.0-3.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","154","603972","0.0-2.0-3.0-3.0","2022.079999995185","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","155","615083","0.0-2.0-4.0-0.0","11105.349999997998","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","1","","","","60","","3","77.92838972839607","","","","","","","","",""
"","html-keyboard-response","156","636756","0.0-2.0-5.0-0.0","21670.14500001096","<p style='font-size':25px> You want <strong> 3.40 </strong> points. </p> <p> The computer offers <strong>3.20</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal4.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","157","636860","0.0-2.0-7.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","158","656681","0.0-2.0-7.0-1.0-0.0","19818.599999998696","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: green"">If the number is green, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: blue"">If the number is blue, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>[Press the space bar to continue.]</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","159","658018","0.0-2.0-7.0-2.0-0.0","1333.054999995511","<p style=""color: blue"" >8</p>","75","n-switch","false","false","2","6","0.1","72","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","160","658195","0.0-2.0-7.0-2.0-1.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","161","658498","0.0-2.0-7.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","162","659651","0.0-2.0-7.0-2.0-3.0","1149.0599999960978","<p style=""color: blue"" >7</p>","75","n-switch","true","false","2","5","0.1","75","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","163","660004","0.0-2.0-7.0-2.0-4.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","164","660306","0.0-2.0-7.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","165","661056","0.0-2.0-7.0-2.0-6.0","745.5550000013318","<p style=""color: blue"" >9</p>","75","n-switch","true","false","2","7","0.1","75","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","166","661814","0.0-2.0-7.0-2.0-7.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","167","662132","0.0-2.0-7.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","168","662778","0.0-2.0-7.0-2.0-9.0","642.5549999985378","<p style=""color: blue"" >9</p>","75","n-switch","true","false","2","7","0.1","75","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","169","663648","0.0-2.0-7.0-2.0-10.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","170","663954","0.0-2.0-7.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","171","664583","0.0-2.0-7.0-2.0-12.0","624.5249999919906","<p style=""color: blue"" >3</p>","75","n-switch","true","false","2","2","0.1","75","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","172","665463","0.0-2.0-7.0-2.0-13.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","173","665778","0.0-2.0-7.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","174","666425","0.0-2.0-7.0-2.0-15.0","644.3499999877531","<p style=""color: blue"" >7</p>","75","n-switch","true","false","2","5","0.1","75","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","175","667291","0.0-2.0-7.0-2.0-16.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","176","667596","0.0-2.0-7.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","177","668157","0.0-2.0-7.0-2.0-18.0","557.5250000110827","<p style=""color: blue"" >7</p>","75","n-switch","true","false","2","5","0.1","75","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","178","669107","0.0-2.0-7.0-2.0-19.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","179","669419","0.0-2.0-7.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","180","670272","0.0-2.0-7.0-2.0-21.0","849.6250000025611","<p style=""color: blue"" >4</p>","75","n-switch","false","false","2","3","0.1","72","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","181","670930","0.0-2.0-7.0-2.0-22.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","182","671236","0.0-2.0-7.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","183","672513","0.0-2.0-7.0-2.0-24.0","1273.1700000003912","<p style=""color: green"" >7</p>","70","n-switch","true","true","1","5","0.1","70","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","184","672748","0.0-2.0-7.0-2.0-25.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","185","673060","0.0-2.0-7.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","186","673750","0.0-2.0-7.0-2.0-27.0","686.5300000063144","<p style=""color: green"" >7</p>","70","n-switch","true","false","1","5","0.1","70","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","187","674580","0.0-2.0-7.0-2.0-28.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","188","674882","0.0-2.0-7.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","189","675715","0.0-2.0-7.0-2.0-30.0","829.970000020694","<p style=""color: green"" >1</p>","83","n-switch","true","false","1","0","0.1","83","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","190","676400","0.0-2.0-7.0-2.0-31.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","191","676711","0.0-2.0-7.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","192","677554","0.0-2.0-7.0-2.0-33.0","839.4800000241958","<p style=""color: green"" >7</p>","70","n-switch","true","false","1","5","0.1","70","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","193","678228","0.0-2.0-7.0-2.0-34.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","194","678536","0.0-2.0-7.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","195","679322","0.0-2.0-7.0-2.0-36.0","783.1799999985378","<p style=""color: green"" >4</p>","83","n-switch","true","false","1","3","0.1","83","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","196","680041","0.0-2.0-7.0-2.0-37.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","197","680349","0.0-2.0-7.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","198","680952","0.0-2.0-7.0-2.0-39.0","599.7349999961443","<p style=""color: green"" >7</p>","70","n-switch","true","false","1","5","0.1","70","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","199","681857","0.0-2.0-7.0-2.0-40.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","200","682175","0.0-2.0-7.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","201","682989","0.0-2.0-7.0-2.0-42.0","809.7649999835994","<p style=""color: green"" >9</p>","70","n-switch","true","false","1","7","0.1","70","1","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","202","683694","0.0-2.0-7.0-2.0-43.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","203","684006","0.0-2.0-7.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","204","688034","0.0-2.0-7.0-3.0","4025.454999995418","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","205","695185","0.0-2.0-8.0-0.0","7147.509999980684","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","2","","","","60","","3","29.981256056799598","","","","","","","","",""
"","html-keyboard-response","206","699947","0.0-2.0-9.0-0.0","4759.820000006584","<p style='font-size':25px> You want <strong> 3.40 </strong> points. </p> <p> The computer offers <strong>4.20</strong> points. </p><p> You will be given 4.20 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal4.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","207","700065","0.0-2.0-10.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","208","703248","0.0-2.0-10.0-1.0-0.0","3181.559999997262","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: green"">If the number is green, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: blue"">If the number is blue, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>[Press the space bar to continue.]</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","209","704233","0.0-2.0-10.0-2.0-0.0","981.1000000045169","<p style=""color: blue"" >1</p>","72","n-switch","false","true","2","0","0.9","75","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","210","704764","0.0-2.0-10.0-2.0-1.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","211","705068","0.0-2.0-10.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","212","706592","0.0-2.0-10.0-2.0-3.0","null","<p style=""color: green"" >7</p>","null","n-switch","false","true","1","5","0.9","70","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","213","706598","0.0-2.0-10.0-2.0-4.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","214","706904","0.0-2.0-10.0-2.0-5.0","96.07500000856817"," ","70","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","215","708422","0.0-2.0-10.0-2.0-6.0","null","<p style=""color: blue"" >6</p>","null","n-switch","false","true","2","4","0.9","72","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","216","708430","0.0-2.0-10.0-2.0-7.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","217","708744","0.0-2.0-10.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","218","710265","0.0-2.0-10.0-2.0-9.0","null","<p style=""color: green"" >7</p>","null","n-switch","false","true","1","5","0.9","70","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","219","710273","0.0-2.0-10.0-2.0-10.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","220","710578","0.0-2.0-10.0-2.0-11.0","3.1550000130664557"," ","70","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","221","711582","0.0-2.0-10.0-2.0-12.0","1000.0149999978021","<p style=""color: blue"" >6</p>","72","n-switch","true","true","2","4","0.9","72","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","222","712091","0.0-2.0-10.0-2.0-13.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","223","712399","0.0-2.0-10.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","224","713394","0.0-2.0-10.0-2.0-15.0","990.8899999863934","<p style=""color: green"" >8</p>","72","n-switch","false","true","1","6","0.9","70","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","225","713905","0.0-2.0-10.0-2.0-16.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","226","714215","0.0-2.0-10.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","227","715117","0.0-2.0-10.0-2.0-18.0","898.2299999915995","<p style=""color: blue"" >9</p>","70","n-switch","false","true","2","7","0.9","75","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","228","715726","0.0-2.0-10.0-2.0-19.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","229","716045","0.0-2.0-10.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","230","717570","0.0-2.0-10.0-2.0-21.0","null","<p style=""color: green"" >3</p>","null","n-switch","false","true","1","2","0.9","83","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","231","717582","0.0-2.0-10.0-2.0-22.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","232","717888","0.0-2.0-10.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","233","719304","0.0-2.0-10.0-2.0-24.0","1412.3599999875296","<p style=""color: blue"" >9</p>","75","n-switch","true","true","2","7","0.9","75","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","234","719405","0.0-2.0-10.0-2.0-25.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","235","719710","0.0-2.0-10.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","236","720517","0.0-2.0-10.0-2.0-27.0","803.5000000090804","<p style=""color: blue"" >3</p>","75","n-switch","true","false","2","2","0.9","75","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","237","721233","0.0-2.0-10.0-2.0-28.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","238","721545","0.0-2.0-10.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","239","722420","0.0-2.0-10.0-2.0-30.0","871.7999999935273","<p style=""color: green"" >2</p>","83","n-switch","true","true","1","1","0.9","83","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","240","723051","0.0-2.0-10.0-2.0-31.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","241","723359","0.0-2.0-10.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","242","724669","0.0-2.0-10.0-2.0-33.0","1304.2999999888707","<p style=""color: blue"" >9</p>","75","n-switch","true","true","2","7","0.9","75","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","243","724868","0.0-2.0-10.0-2.0-34.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","244","725176","0.0-2.0-10.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","245","725917","0.0-2.0-10.0-2.0-36.0","737.0499999960884","<p style=""color: green"" >8</p>","70","n-switch","true","true","1","6","0.9","70","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","246","726691","0.0-2.0-10.0-2.0-37.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","247","727007","0.0-2.0-10.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","248","728156","0.0-2.0-10.0-2.0-39.0","1145.50500002224","<p style=""color: blue"" >8</p>","72","n-switch","true","true","2","6","0.9","72","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","249","728515","0.0-2.0-10.0-2.0-40.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","250","728817","0.0-2.0-10.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","251","730077","0.0-2.0-10.0-2.0-42.0","1255.5549999815412","<p style=""color: green"" >3</p>","83","n-switch","true","true","1","2","0.9","83","2","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","252","730338","0.0-2.0-10.0-2.0-43.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","253","730640","0.0-2.0-10.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","254","731727","0.0-2.0-10.0-3.0","1083.8700000022072","<p>You were not accurate enough. You earned 0 points.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","255","736093","0.0-2.0-12.0-0.0","4361.160000000382","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","3","","","","68","","3","5.046529415405154","","","","","","","","",""
"","html-keyboard-response","256","742018","0.0-2.0-13.0-0.0","5923.129999981029","<p style='font-size':25px> You want <strong> 3.72 </strong> points. </p> <p> The computer offers <strong>3.84</strong> points. </p><p> You will be given 3.84 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal4.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","257","742126","0.0-2.0-14.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","258","743076","0.0-2.0-14.0-1.0-0.0","948.1599999999162","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: green"">If the number is green, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: blue"">If the number is blue, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>[Press the space bar to continue.]</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","259","743963","0.0-2.0-14.0-2.0-0.0","881.95499998983","<p style=""color: blue"" >2</p>","72","n-switch","true","true","2","1","0.9","72","3","false","","","","","","","","","","","","","","",""
"","html-keyboard-response","260","744597","0.0-2.0-14.0-2.0-1.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","261","744902","0.0-2.0-14.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","262","745662","0.0-2.0-14.0-2.0-3.0","755.8599999756552","<p style=""color: green"" >6</p>","70","n-switch","true","true","1","4","0.9","70","3","false","","","","","","","","","","","","","","",""
