"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","switch","rule","stimnum","prob_switch","correct_key","tasknum","practice","practice_accuracy","response","BDMquizgrade","task_displayed","slider_start","responses","question_order","TOT","overall","performance_by_block","points_list","value_list","offer_list","exp_version"
"","categorize-html","117","371468","0.0-2.0-2.0-2.0-33.0","913.1650000344962","<p style=""color: red"" >2</p>","72","n-switch","true","true","1","1","0.9","72","0","false","","","","","","","","","","","","","",""
"","html-keyboard-response","118","372060","0.0-2.0-2.0-2.0-34.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","119","372362","0.0-2.0-2.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","120","372986","0.0-2.0-2.0-2.0-36.0","620.0550000648946","<p style=""color: blue"" >9</p>","70","n-switch","true","true","2","7","0.9","70","0","false","","","","","","","","","","","","","",""
"","html-keyboard-response","121","373870","0.0-2.0-2.0-2.0-37.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","122","374174","0.0-2.0-2.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","123","374990","0.0-2.0-2.0-2.0-39.0","812.5549999531358","<p style=""color: red"" >4</p>","72","n-switch","true","true","1","3","0.9","72","0","false","","","","","","","","","","","","","",""
"","html-keyboard-response","124","375680","0.0-2.0-2.0-2.0-40.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","125","375984","0.0-2.0-2.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","126","376717","0.0-2.0-2.0-2.0-42.0","728.5050000064075","<p style=""color: blue"" >2</p>","83","n-switch","true","true","2","1","0.9","83","0","false","","","","","","","","","","","","","",""
"","html-keyboard-response","127","377493","0.0-2.0-2.0-2.0-43.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","128","377799","0.0-2.0-2.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","129","381084","0.0-2.0-2.0-3.0","3282.3199999984354","<p>You were not accurate enough. You earned 0 points.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","130","387787","0.0-2.0-4.0-0.0","6698.804999934509","<img src=""./static/img/fractal3.jpg"" width=""250"" height=""250""","","BDM","","","","","","","1","","","48","","3","63.568811936991","","","","","","","","",""
"","html-keyboard-response","131","391897","0.0-2.0-5.0-0.0","4107.939999899827","<p style='font-size':25px> You want <strong> 2.92 </strong> points. </p> <p> The computer offers <strong>3.00</strong> points. </p><p> You will be given 3.00 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal3.jpg"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","132","392001","0.0-2.0-6.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","133","398552","0.0-2.0-6.0-1.0-0.0","6547.800000058487","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: red"">If the number is red, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: blue"">If the number is blue, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>[Press the space bar to continue.]</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","134","400059","0.0-2.0-6.0-2.0-0.0","null","<p style=""color: red"" >7</p>","null","n-switch","false","true","1","5","0.9","75","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","135","400067","0.0-2.0-6.0-2.0-1.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","136","400372","0.0-2.0-6.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","137","401864","0.0-2.0-6.0-2.0-3.0","1488.344999961555","<p style=""color: blue"" >3</p>","70","n-switch","true","true","2","2","0.9","70","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","138","401877","0.0-2.0-6.0-2.0-4.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","139","402180","0.0-2.0-6.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","140","403156","0.0-2.0-6.0-2.0-6.0","972.5599999073893","<p style=""color: red"" >1</p>","75","n-switch","false","true","1","0","0.9","72","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","141","403686","0.0-2.0-6.0-2.0-7.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","142","403991","0.0-2.0-6.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","143","404926","0.0-2.0-6.0-2.0-9.0","927.6499999687076","<p style=""color: red"" >7</p>","75","n-switch","true","false","1","5","0.9","75","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","144","405501","0.0-2.0-6.0-2.0-10.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","145","405803","0.0-2.0-6.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","146","406687","0.0-2.0-6.0-2.0-12.0","879.8749999841675","<p style=""color: blue"" >3</p>","83","n-switch","false","true","2","2","0.9","70","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","147","407312","0.0-2.0-6.0-2.0-13.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","148","407615","0.0-2.0-6.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","149","408550","0.0-2.0-6.0-2.0-15.0","931.9899999536574","<p style=""color: red"" >7</p>","75","n-switch","true","true","1","5","0.9","75","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","150","409123","0.0-2.0-6.0-2.0-16.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","151","409427","0.0-2.0-6.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","152","410069","0.0-2.0-6.0-2.0-18.0","638.6400000192225","<p style=""color: blue"" >6</p>","70","n-switch","false","true","2","4","0.9","83","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","153","410933","0.0-2.0-6.0-2.0-19.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","154","411236","0.0-2.0-6.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","155","412435","0.0-2.0-6.0-2.0-21.0","1195.0400000205263","<p style=""color: red"" >6</p>","75","n-switch","true","true","1","4","0.9","75","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","156","412743","0.0-2.0-6.0-2.0-22.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","157","413049","0.0-2.0-6.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","158","413949","0.0-2.0-6.0-2.0-24.0","895.6500000786036","<p style=""color: blue"" >3</p>","83","n-switch","false","true","2","2","0.9","70","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","159","414558","0.0-2.0-6.0-2.0-25.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","160","414863","0.0-2.0-6.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","161","416160","0.0-2.0-6.0-2.0-27.0","1293.7600000295788","<p style=""color: red"" >7</p>","75","n-switch","true","true","1","5","0.9","75","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","162","416375","0.0-2.0-6.0-2.0-28.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","163","416679","0.0-2.0-6.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","164","417397","0.0-2.0-6.0-2.0-30.0","715.4249999439344","<p style=""color: blue"" >4</p>","83","n-switch","true","true","2","3","0.9","83","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","165","418186","0.0-2.0-6.0-2.0-31.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","166","418491","0.0-2.0-6.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","167","419036","0.0-2.0-6.0-2.0-33.0","542.0450000092387","<p style=""color: blue"" >4</p>","83","n-switch","true","false","2","3","0.9","83","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","168","419997","0.0-2.0-6.0-2.0-34.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","169","420300","0.0-2.0-6.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","170","421683","0.0-2.0-6.0-2.0-36.0","1379.0449999505654","<p style=""color: red"" >8</p>","75","n-switch","true","true","1","6","0.9","75","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","171","421808","0.0-2.0-6.0-2.0-37.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","172","422115","0.0-2.0-6.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","173","422915","0.0-2.0-6.0-2.0-39.0","795.905000064522","<p style=""color: blue"" >9</p>","70","n-switch","true","true","2","7","0.9","70","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","174","423624","0.0-2.0-6.0-2.0-40.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","175","423927","0.0-2.0-6.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","176","424801","0.0-2.0-6.0-2.0-42.0","870.2249999623746","<p style=""color: red"" >4</p>","72","n-switch","true","true","1","3","0.9","72","1","false","","","","","","","","","","","","","",""
"","html-keyboard-response","177","425435","0.0-2.0-6.0-2.0-43.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","178","425740","0.0-2.0-6.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","179","439206","0.0-2.0-6.0-3.0","13463.110000011511","<p>You were not accurate enough. You earned 0 points.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","180","442739","0.0-2.0-8.0-0.0","3530.0149999093264","<img src=""./static/img/fractal3.jpg"" width=""250"" height=""250""","","BDM","","","","","","","2","","","28","","3","96.71215074561104","","","","","","","","",""
"","html-keyboard-response","181","446842","0.0-2.0-9.0-0.0","4100.374999921769","<p style='font-size':25px> You want <strong> 2.12 </strong> points. </p> <p> The computer offers <strong>1.80</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","182","446948","0.0-2.0-11.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","183","457345","0.0-2.0-11.0-1.0-0.0","10394.575000042096","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: red"">If the number is red, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: blue"">If the number is blue, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>[Press the space bar to continue.]</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","184","458255","0.0-2.0-11.0-2.0-0.0","907.2849999647588","<p style=""color: red"" >4</p>","72","n-switch","true","true","1","3","0.1","72","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","185","458852","0.0-2.0-11.0-2.0-1.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","186","459155","0.0-2.0-11.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","187","460047","0.0-2.0-11.0-2.0-3.0","887.4400000786409","<p style=""color: red"" >1</p>","75","n-switch","false","false","1","0","0.1","72","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","188","460664","0.0-2.0-11.0-2.0-4.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","189","460973","0.0-2.0-11.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","190","461795","0.0-2.0-11.0-2.0-6.0","819.1000000806525","<p style=""color: blue"" >7</p>","83","n-switch","false","true","2","5","0.1","70","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","191","462479","0.0-2.0-11.0-2.0-7.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","192","462784","0.0-2.0-11.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","193","464056","0.0-2.0-11.0-2.0-9.0","1267.145000048913","<p style=""color: blue"" >7</p>","70","n-switch","true","false","2","5","0.1","70","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","194","464295","0.0-2.0-11.0-2.0-10.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","195","464600","0.0-2.0-11.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","196","465355","0.0-2.0-11.0-2.0-12.0","748.204999952577","<p style=""color: blue"" >3</p>","70","n-switch","true","false","2","2","0.1","70","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","197","466113","0.0-2.0-11.0-2.0-13.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","198","466419","0.0-2.0-11.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","199","467112","0.0-2.0-11.0-2.0-15.0","690.2949999785051","<p style=""color: blue"" >1</p>","70","n-switch","true","false","2","0","0.1","70","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","200","467925","0.0-2.0-11.0-2.0-16.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","201","468229","0.0-2.0-11.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","202","468944","0.0-2.0-11.0-2.0-18.0","711.6899999091402","<p style=""color: red"" >4</p>","72","n-switch","true","true","1","3","0.1","72","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","203","469738","0.0-2.0-11.0-2.0-19.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","204","470047","0.0-2.0-11.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","205","470755","0.0-2.0-11.0-2.0-21.0","703.9600000716746","<p style=""color: red"" >9</p>","75","n-switch","true","false","1","7","0.1","75","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","206","471553","0.0-2.0-11.0-2.0-22.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","207","471858","0.0-2.0-11.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","208","472562","0.0-2.0-11.0-2.0-24.0","700.660000089556","<p style=""color: red"" >8</p>","75","n-switch","true","false","1","6","0.1","75","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","209","473365","0.0-2.0-11.0-2.0-25.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","210","473668","0.0-2.0-11.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","211","474466","0.0-2.0-11.0-2.0-27.0","794.8349999496713","<p style=""color: red"" >8</p>","72","n-switch","false","false","1","6","0.1","75","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","212","475175","0.0-2.0-11.0-2.0-28.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","213","475479","0.0-2.0-11.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","214","476224","0.0-2.0-11.0-2.0-30.0","741.3549999473616","<p style=""color: red"" >9</p>","75","n-switch","true","false","1","7","0.1","75","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","215","476986","0.0-2.0-11.0-2.0-31.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","216","477291","0.0-2.0-11.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","217","478061","0.0-2.0-11.0-2.0-33.0","766.8250000569969","<p style=""color: red"" >4</p>","72","n-switch","true","false","1","3","0.1","72","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","218","478797","0.0-2.0-11.0-2.0-34.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","219","479101","0.0-2.0-11.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","220","479889","0.0-2.0-11.0-2.0-36.0","783.8800000026822","<p style=""color: red"" >7</p>","75","n-switch","true","false","1","5","0.1","75","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","221","480609","0.0-2.0-11.0-2.0-37.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","222","480912","0.0-2.0-11.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","223","481508","0.0-2.0-11.0-2.0-39.0","593.5049999970943","<p style=""color: red"" >2</p>","72","n-switch","true","false","1","1","0.1","72","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","224","482419","0.0-2.0-11.0-2.0-40.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","225","482725","0.0-2.0-11.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","226","483707","0.0-2.0-11.0-2.0-42.0","976.0900000110269","<p style=""color: red"" >3</p>","72","n-switch","true","false","1","2","0.1","72","2","false","","","","","","","","","","","","","",""
"","html-keyboard-response","227","484237","0.0-2.0-11.0-2.0-43.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","228","484539","0.0-2.0-11.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","229","486544","0.0-2.0-11.0-3.0","2002.8049999382347","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","230","491346","0.0-2.0-12.0-0.0","4798.6650000093505","<img src=""./static/img/fractal3.jpg"" width=""250"" height=""250""","","BDM","","","","","","","3","","","40","","3","37.49906063691408","","","","","","","","",""
"","html-keyboard-response","231","493501","0.0-2.0-13.0-0.0","2151.9850000040606","<p style='font-size':25px> You want <strong> 2.60 </strong> points. </p> <p> The computer offers <strong>1.52</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","232","493606","0.0-2.0-15.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","233","496233","0.0-2.0-15.0-1.0-0.0","2624.3199999444187","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: red"">If the number is red, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: blue"">If the number is blue, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>[Press the space bar to continue.]</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","234","497457","0.0-2.0-15.0-2.0-0.0","1220.185000100173","<p style=""color: blue"" >7</p>","75","n-switch","false","false","2","5","0.1","70","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","235","497740","0.0-2.0-15.0-2.0-1.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","236","498045","0.0-2.0-15.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","237","498767","0.0-2.0-15.0-2.0-3.0","718.5149999568239","<p style=""color: blue"" >9</p>","70","n-switch","true","false","2","7","0.1","70","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","238","499551","0.0-2.0-15.0-2.0-4.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","239","499854","0.0-2.0-15.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","240","500510","0.0-2.0-15.0-2.0-6.0","651.8500000238419","<p style=""color: blue"" >2</p>","83","n-switch","true","false","2","1","0.1","83","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","241","501360","0.0-2.0-15.0-2.0-7.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","242","501664","0.0-2.0-15.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","243","502399","0.0-2.0-15.0-2.0-9.0","730.2599999820814","<p style=""color: blue"" >3</p>","70","n-switch","true","false","2","2","0.1","70","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","244","503173","0.0-2.0-15.0-2.0-10.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","245","503477","0.0-2.0-15.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","246","503907","0.0-2.0-15.0-2.0-12.0","426.0699999285862","<p style=""color: blue"" >2</p>","83","n-switch","true","false","2","1","0.1","83","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","247","504983","0.0-2.0-15.0-2.0-13.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","248","505288","0.0-2.0-15.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","249","506273","0.0-2.0-15.0-2.0-15.0","981.3950000097975","<p style=""color: blue"" >6</p>","83","n-switch","true","false","2","4","0.1","83","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","250","506796","0.0-2.0-15.0-2.0-16.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","251","507098","0.0-2.0-15.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","252","507728","0.0-2.0-15.0-2.0-18.0","626.6499999910593","<p style=""color: blue"" >7</p>","70","n-switch","true","false","2","5","0.1","70","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","253","508603","0.0-2.0-15.0-2.0-19.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","254","508907","0.0-2.0-15.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","255","509692","0.0-2.0-15.0-2.0-21.0","781.5100000007078","<p style=""color: blue"" >6</p>","83","n-switch","true","false","2","4","0.1","83","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","256","510415","0.0-2.0-15.0-2.0-22.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","257","510741","0.0-2.0-15.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","258","511332","0.0-2.0-15.0-2.0-24.0","587.9450000356883","<p style=""color: blue"" >2</p>","83","n-switch","true","false","2","1","0.1","83","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","259","512249","0.0-2.0-15.0-2.0-25.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","260","512554","0.0-2.0-15.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","261","513211","0.0-2.0-15.0-2.0-27.0","653.9349999511614","<p style=""color: blue"" >1</p>","70","n-switch","true","false","2","0","0.1","70","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","262","514062","0.0-2.0-15.0-2.0-28.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","263","514365","0.0-2.0-15.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","264","515099","0.0-2.0-15.0-2.0-30.0","730.089999968186","<p style=""color: blue"" >2</p>","83","n-switch","true","false","2","1","0.1","83","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","265","515872","0.0-2.0-15.0-2.0-31.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","266","516175","0.0-2.0-15.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","267","516833","0.0-2.0-15.0-2.0-33.0","654.2949998984113","<p style=""color: blue"" >3</p>","70","n-switch","true","false","2","2","0.1","70","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","268","517682","0.0-2.0-15.0-2.0-34.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","269","517987","0.0-2.0-15.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","270","518916","0.0-2.0-15.0-2.0-36.0","925.9900000179186","<p style=""color: blue"" >8</p>","83","n-switch","true","false","2","6","0.1","83","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","271","519495","0.0-2.0-15.0-2.0-37.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
