"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","detect","correct_key","task","tasknum","training_performance","nback","n","practice","practice_accuracy","response","slider_start","stimnum","TOT","overall","performance_by_block","points_list","value_list","offer_list"
"7200.734999962151","<p'font-size':25px>Imagine you think your performance is truly worth 2 points. Which amount should you ask for?</p><p'font-size':25px>[Press A or B to indicate your answer]</p><p 'font-size':25px> A. 4</p><p 'font-size':25px> B. 2</p>","66","categorize-html","147","584807","0.0-0.0-12.0-7.0-0.0","true","","","quiz","","","","","","","","","","","","","","",""
"9953.280000016093","<p'font-size':25px>Under which of the following two conditions will you do the task?</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p>A. When you ask for 2 points, and the compter randomly offers 3 points.</p><p 'font-size':25px> B. When you ask for 2 points, and the computer randomly offers 1 point.</p> <p 'font-size':25px>","65","categorize-html","148","596765","0.0-0.0-12.0-7.0-0.1","true","","","quiz","","","","","","","","","","","","","","",""
"2943.6300001107156","<p>Great job! We will now begin the real experiment.</p><p> </p><p>[Press the space bar to continue.]</p>","32","html-keyboard-response","149","599709","0.0-0.0-12.0-8.0-0.0","","","","","","","","","","","","","","","","","","",""
"29847.53500018269","<p>The real experiment will now start. </p><p>For each round of the experiment, you will be asked how many points you would like to earn to complete a task.</p><p>If you ask for more points than a randomly generated number, you will not complete that task. </p><p>Instead, you will complete a different task and earn 1 point.</p><p>At the end of the experiment, the points you earn will be counted and turned into a bonus payment. $$</p><p>Pay attention! If you are not at least80% accurate, you will not earn points for completing each task.</p><p>If we can tell that you are not paying attention, then this HIT will end early and you will earn a smaller payment. $$</p>","32","html-keyboard-response","150","629557","0.0-0.0-13.0-0.0","","","","","","","","","","","","","","","","","","",""
"15482.210000045598","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","151","645045","0.0-1.0-0.0-0.0","","","","BDM","0","","","","","","48","9.244105077605758","","","","","","",""
"3666.600000113249","<p style='font-size':25px> You want <strong> 2.92 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>1.36</strong> points. </p><p style='font-size':25px> You will do the following task instead and earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","152","648713","0.0-1.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","153","648819","0.0-1.0-3.0-0.0","","","","","","","","","","","","","","","","","","",""
"9896.089999936521","<p>In this task, you will need to press <strong>H</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","154","658717","0.0-1.0-3.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"537.3999997973442","<p>T</p>","72","html-keyboard-response","155","660222","0.0-1.0-3.0-2.0-0.0","","true","72","detection","0","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","156","661730","0.0-1.0-3.0-2.0-0.1","","false","90","detection","0","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","157","663234","0.0-1.0-3.0-2.0-0.2","","false","90","detection","0","","","","","","","","1","","","","","",""
"375.6399997510016","<p>T</p>","72","html-keyboard-response","158","664741","0.0-1.0-3.0-2.0-0.3","","true","72","detection","0","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","159","666242","0.0-1.0-3.0-2.0-0.4","","false","90","detection","0","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","160","667743","0.0-1.0-3.0-2.0-0.5","","false","90","detection","0","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","161","669247","0.0-1.0-3.0-2.0-0.6","","false","90","detection","0","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","162","670752","0.0-1.0-3.0-2.0-0.7","","false","90","detection","0","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","163","672258","0.0-1.0-3.0-2.0-0.8","","false","90","detection","0","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","164","673761","0.0-1.0-3.0-2.0-0.9","","false","90","detection","0","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","165","675264","0.0-1.0-3.0-2.0-0.10","","false","90","detection","0","","","","","","","","1","","","","","",""
"350.21499963477254","<p>T</p>","72","html-keyboard-response","166","676765","0.0-1.0-3.0-2.0-0.11","","true","72","detection","0","","","","","","","","0","","","","","",""
"457.1249997243285","<p>T</p>","72","html-keyboard-response","167","678267","0.0-1.0-3.0-2.0-0.12","","true","72","detection","0","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","168","679770","0.0-1.0-3.0-2.0-0.13","","false","90","detection","0","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","169","681274","0.0-1.0-3.0-2.0-0.14","","false","90","detection","0","","","","","","","","1","","","","","",""
"1904.5199998654425","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","170","683179","0.0-1.0-3.0-3.0","","","","","","","","","","","","","","","","","","",""
"6777.209999971092","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","171","689959","0.0-1.0-4.0-0.0","","","","BDM","1","","","","","","48","34.269957366769944","","","","","","",""
"2304.6599999070168","<p style='font-size':25px> You want <strong> 2.92 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>2.72</strong> points. </p><p style='font-size':25px> You will do the following task instead and earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","172","692266","0.0-1.0-5.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","173","692372","0.0-1.0-7.0-0.0","","","","","","","","","","","","","","","","","","",""
"6225.114999804646","<p>In this task, you will need to press <strong>H</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","174","698598","0.0-1.0-7.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","175","700102","0.0-1.0-7.0-2.0-0.0","","false","90","detection","1","","","","","","","","1","","","","","",""
"345.50000028684735","<p>T</p>","72","html-keyboard-response","176","701604","0.0-1.0-7.0-2.0-0.1","","true","72","detection","1","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","177","703107","0.0-1.0-7.0-2.0-0.2","","false","90","detection","1","","","","","","","","1","","","","","",""
"299.9300002120435","<p>T</p>","72","html-keyboard-response","178","704613","0.0-1.0-7.0-2.0-0.3","","true","72","detection","1","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","179","706116","0.0-1.0-7.0-2.0-0.4","","false","90","detection","1","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","180","707622","0.0-1.0-7.0-2.0-0.5","","false","90","detection","1","","","","","","","","1","","","","","",""
"371.5599998831749","<p>T</p>","72","html-keyboard-response","181","709126","0.0-1.0-7.0-2.0-0.6","","true","72","detection","1","","","","","","","","0","","","","","",""
"396.53500029817224","<p>T</p>","72","html-keyboard-response","182","710632","0.0-1.0-7.0-2.0-0.7","","true","72","detection","1","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","183","712133","0.0-1.0-7.0-2.0-0.8","","false","90","detection","1","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","184","713636","0.0-1.0-7.0-2.0-0.9","","false","90","detection","1","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","185","715142","0.0-1.0-7.0-2.0-0.10","","false","90","detection","1","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","186","716643","0.0-1.0-7.0-2.0-0.11","","false","90","detection","1","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","187","718146","0.0-1.0-7.0-2.0-0.12","","false","90","detection","1","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","188","719650","0.0-1.0-7.0-2.0-0.13","","false","90","detection","1","","","","","","","","1","","","","","",""
"376.7849998548627","<p>T</p>","72","html-keyboard-response","189","721155","0.0-1.0-7.0-2.0-0.14","","true","72","detection","1","","","","","","","","0","","","","","",""
"1755.7250000536442","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","190","722911","0.0-1.0-7.0-3.0","","","","","","","","","","","","","","","","","","",""
"6410.71500023827","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","191","729324","0.0-1.0-8.0-0.0","","","","BDM","2","","","","","","24","9.817200207377418","","","","","","",""
"3058.3200003020465","<p style='font-size':25px> You want <strong> 1.96 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>1.48</strong> points. </p><p style='font-size':25px> You will do the following task instead and earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","192","732384","0.0-1.0-9.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","193","732486","0.0-1.0-11.0-0.0","","","","","","","","","","","","","","","","","","",""
"2042.91500011459","<p>In this task, you will need to press <strong>H</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","194","734530","0.0-1.0-11.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","195","736035","0.0-1.0-11.0-2.0-0.0","","false","90","detection","2","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","196","737541","0.0-1.0-11.0-2.0-0.1","","false","90","detection","2","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","197","739045","0.0-1.0-11.0-2.0-0.2","","false","90","detection","2","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","198","740547","0.0-1.0-11.0-2.0-0.3","","false","90","detection","2","","","","","","","","1","","","","","",""
"309.35999983921647","<p>T</p>","72","html-keyboard-response","199","742053","0.0-1.0-11.0-2.0-0.4","","true","72","detection","2","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","200","743557","0.0-1.0-11.0-2.0-0.5","","false","90","detection","2","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","201","745060","0.0-1.0-11.0-2.0-0.6","","false","90","detection","2","","","","","","","","1","","","","","",""
"348.3949997462332","<p>T</p>","72","html-keyboard-response","202","746563","0.0-1.0-11.0-2.0-0.7","","true","72","detection","2","","","","","","","","0","","","","","",""
"394.27500031888485","<p>T</p>","72","html-keyboard-response","203","748077","0.0-1.0-11.0-2.0-0.8","","true","72","detection","2","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","204","749582","0.0-1.0-11.0-2.0-0.9","","false","90","detection","2","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","205","751086","0.0-1.0-11.0-2.0-0.10","","false","90","detection","2","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","206","752592","0.0-1.0-11.0-2.0-0.11","","false","90","detection","2","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","207","754095","0.0-1.0-11.0-2.0-0.12","","false","90","detection","2","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","208","755602","0.0-1.0-11.0-2.0-0.13","","false","90","detection","2","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","209","757103","0.0-1.0-11.0-2.0-0.14","","false","90","detection","2","","","","","","","","1","","","","","",""
"1394.1749995574355","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","210","758498","0.0-1.0-11.0-3.0","","","","","","","","","","","","","","","","","","",""
"4590.229999739677","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","211","763091","0.0-1.0-12.0-0.0","","","","BDM","3","","","","","","76","32.41314708645893","","","","","","",""
"2294.2550000734627","<p style='font-size':25px> You want <strong> 4.04 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>3.24</strong> points. </p><p style='font-size':25px> You will do the following task instead and earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","212","765387","0.0-1.0-13.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","213","765493","0.0-1.0-15.0-0.0","","","","","","","","","","","","","","","","","","",""
"3750.8299998007715","<p>In this task, you will need to press <strong>H</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","214","769244","0.0-1.0-15.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","<p>T</p>","null","html-keyboard-response","215","770752","0.0-1.0-15.0-2.0-0.0","","true","72","detection","3","","","","","","","","0","","","","","",""
"284.429999999702","<p>T</p>","72","html-keyboard-response","216","772257","0.0-1.0-15.0-2.0-0.1","","true","72","detection","3","","","","","","","","0","","","","","",""
"374.47999976575375","<p>T</p>","72","html-keyboard-response","217","773764","0.0-1.0-15.0-2.0-0.2","","true","72","detection","3","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","218","775267","0.0-1.0-15.0-2.0-0.3","","false","90","detection","3","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","219","776773","0.0-1.0-15.0-2.0-0.4","","false","90","detection","3","","","","","","","","1","","","","","",""
"423.660000320524","<p>T</p>","72","html-keyboard-response","220","778277","0.0-1.0-15.0-2.0-0.5","","true","72","detection","3","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","221","779782","0.0-1.0-15.0-2.0-0.6","","false","90","detection","3","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","222","781284","0.0-1.0-15.0-2.0-0.7","","false","90","detection","3","","","","","","","","1","","","","","",""
"518.5749996453524","<p>T</p>","72","html-keyboard-response","223","782786","0.0-1.0-15.0-2.0-0.8","","true","72","detection","3","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","224","784293","0.0-1.0-15.0-2.0-0.9","","false","90","detection","3","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","225","785796","0.0-1.0-15.0-2.0-0.10","","false","90","detection","3","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","226","787302","0.0-1.0-15.0-2.0-0.11","","false","90","detection","3","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","227","788804","0.0-1.0-15.0-2.0-0.12","","false","90","detection","3","","","","","","","","1","","","","","",""
"355.0950000062585","<p>T</p>","72","html-keyboard-response","228","790307","0.0-1.0-15.0-2.0-0.13","","true","72","detection","3","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","229","791812","0.0-1.0-15.0-2.0-0.14","","false","90","detection","3","","","","","","","","1","","","","","",""
"781.2999999150634","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","230","792594","0.0-1.0-15.0-3.0","","","","","","","","","","","","","","","","","","",""
"5094.954999629408","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","231","797691","0.0-1.0-16.0-0.0","","","","BDM","4","","","","","","12","86.71821533355835","","","","","","",""
"4247.414999641478","<p style='font-size':25px> You want <strong> 1.48 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>3.08</strong> points. </p><p style='font-size':25px> You will be given 3.08 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","232","801940","0.0-1.0-17.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","233","802042","0.0-1.0-18.0-0.0","","","","","","","","","","","","","","","","","","",""
"15650.375000201166","<p>In this task, you will need to press <strong>K</strong> every time you see the same letter you saw 3 trials ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, press <strong>H</strong> as fast as you can.</p><p>Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","234","817693","0.0-1.0-18.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"545.5450001172721","<p>T</p>","72","html-keyboard-response","235","819198","0.0-1.0-18.0-2.0-0.0","","true","72","combine","4","","0","3","","","","","","","","","","",""
"498.6849999986589","<p>T</p>","72","html-keyboard-response","236","820702","0.0-1.0-18.0-2.0-0.1","","true","72","combine","4","","0","3","","","","","","","","","","",""
"314.67000022530556","<p>T</p>","72","html-keyboard-response","237","822206","0.0-1.0-18.0-2.0-0.2","","true","72","combine","4","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","html-keyboard-response","238","823709","0.0-1.0-18.0-2.0-0.3","","false","90","combine","4","","0","3","","","","","","","","","","",""
"426.2450002133846","<p>T</p>","72","html-keyboard-response","239","825212","0.0-1.0-18.0-2.0-0.4","","true","75","combine","4","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","html-keyboard-response","240","826717","0.0-1.0-18.0-2.0-0.5","","false","90","combine","4","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","241","828223","0.0-1.0-18.0-2.0-0.6","","false","90","combine","4","","0","3","","","","","","","","","","",""
"501.09999999403954","<p>E</p>","75","html-keyboard-response","242","829725","0.0-1.0-18.0-2.0-0.7","","false","90","combine","4","","0","3","","","","","","","","","","",""
"488.58499992638826","<p>T</p>","72","html-keyboard-response","243","831228","0.0-1.0-18.0-2.0-0.8","","true","72","combine","4","","0","3","","","","","","","","","","",""
"320.1250000856817","<p>T</p>","72","html-keyboard-response","244","832732","0.0-1.0-18.0-2.0-0.9","","true","72","combine","4","","0","3","","","","","","","","","","",""
"547.3800003528595","<p>E</p>","75","html-keyboard-response","245","834236","0.0-1.0-18.0-2.0-0.10","","false","75","combine","4","","1","3","","","","","","","","","","",""
"null","<p>R</p>","null","html-keyboard-response","246","835742","0.0-1.0-18.0-2.0-0.11","","false","90","combine","4","","0","3","","","","","","","","","","",""
"346.08000004664063","<p>T</p>","72","html-keyboard-response","247","837245","0.0-1.0-18.0-2.0-0.12","","true","75","combine","4","","0","3","","","","","","","","","","",""
"298.00499975681305","<p>T</p>","72","html-keyboard-response","248","838748","0.0-1.0-18.0-2.0-0.13","","true","72","combine","4","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","249","840252","0.0-1.0-18.0-2.0-0.14","","false","90","combine","4","","0","3","","","","","","","","","","",""
"2491.7550003156066","<p style='font-size:25px'>Great job! You earned 3.08 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","250","842745","0.0-1.0-18.0-3.0","","","","","","","","","","","","","","","","","","",""
"8003.580000251532","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","251","850750","0.0-1.0-20.0-0.0","","","","BDM","5","","","","","","36","43.64575060017424","","","","","","",""
"2435.7650000602007","<p style='font-size':25px> You want <strong> 2.44 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>4.08</strong> points. </p><p style='font-size':25px> You will be given 4.08 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","252","853187","0.0-1.0-21.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","253","853292","0.0-1.0-22.0-0.0","","","","","","","","","","","","","","","","","","",""
"4197.329999879003","<p>In this task, you will need to press <strong>K</strong> every time you see the same letter you saw 3 trials ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, press <strong>H</strong> as fast as you can.</p><p>Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","254","857490","0.0-1.0-22.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"966.2250000983477","<p>T</p>","72","html-keyboard-response","255","858992","0.0-1.0-22.0-2.0-0.0","","true","72","combine","5","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","256","860496","0.0-1.0-22.0-2.0-0.1","","false","90","combine","5","","0","3","","","","","","","","","","",""
"440.21999975666404","<p>E</p>","72","html-keyboard-response","257","861998","0.0-1.0-22.0-2.0-0.2","","false","90","combine","5","","0","3","","","","","","","","","","",""
"438.4550000540912","<p>E</p>","72","html-keyboard-response","258","863502","0.0-1.0-22.0-2.0-0.3","","false","90","combine","5","","0","3","","","","","","","","","","",""
"6.725000217556953","<p>R</p>","75","html-keyboard-response","259","865006","0.0-1.0-22.0-2.0-0.4","","false","90","combine","5","","0","3","","","","","","","","","","",""
"925.2549996599555","<p>E</p>","72","html-keyboard-response","260","866511","0.0-1.0-22.0-2.0-0.5","","false","75","combine","5","","1","3","","","","","","","","","","",""
"475.05499981343746","<p>E</p>","72","html-keyboard-response","261","868015","0.0-1.0-22.0-2.0-0.6","","false","75","combine","5","","1","3","","","","","","","","","","",""
"404.00499990209937","<p>E</p>","72","html-keyboard-response","262","869518","0.0-1.0-22.0-2.0-0.7","","false","90","combine","5","","0","3","","","","","","","","","","",""
"648.0100001208484","<p>T</p>","75","html-keyboard-response","263","871023","0.0-1.0-22.0-2.0-0.8","","true","72","combine","5","","0","3","","","","","","","","","","",""
"751.6299998387694","<p>E</p>","75","html-keyboard-response","264","872534","0.0-1.0-22.0-2.0-0.9","","false","75","combine","5","","1","3","","","","","","","","","","",""
"340.04499996080995","<p>T</p>","72","html-keyboard-response","265","874039","0.0-1.0-22.0-2.0-0.10","","true","72","combine","5","","0","3","","","","","","","","","","",""
"315.5550002120435","<p>T</p>","72","html-keyboard-response","266","875543","0.0-1.0-22.0-2.0-0.11","","true","75","combine","5","","0","3","","","","","","","","","","",""
"708.1349999643862","<p>E</p>","75","html-keyboard-response","267","877048","0.0-1.0-22.0-2.0-0.12","","false","75","combine","5","","1","3","","","","","","","","","","",""
"330.4499997757375","<p>T</p>","72","html-keyboard-response","268","878552","0.0-1.0-22.0-2.0-0.13","","true","75","combine","5","","0","3","","","","","","","","","","",""
"338.2399999536574","<p>T</p>","72","html-keyboard-response","269","880055","0.0-1.0-22.0-2.0-0.14","","true","75","combine","5","","0","3","","","","","","","","","","",""
"2146.895000245422","<p style='font-size:25px'>You were not accurate enough. You earned 0 points.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","270","882204","0.0-1.0-22.0-3.0","","","","","","","","","","","","","","","","","","",""
"9128.384999930859","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","271","891334","0.0-2.0-0.0-0.0","","","","BDM","6","","","","","","12","17.71056510332414","","","","","","",""
"2802.285000216216","<p style='font-size':25px> You want <strong> 1.48 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>2.44</strong> points. </p><p style='font-size':25px> You will be given 2.44 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","272","894138","0.0-2.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","273","894243","0.0-2.0-2.0-0.0","","","","","","","","","","","","","","","","","","",""
"3933.7700000032783","<p>In this task, you will need to press <strong>K</strong> every time you see the same letter you saw 3 trials ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, press <strong>H</strong> as fast as you can.</p><p>Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","274","898178","0.0-2.0-2.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"540.329999756068","<p>T</p>","72","html-keyboard-response","275","899681","0.0-2.0-2.0-2.0-0.0","","true","72","combine","6","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","html-keyboard-response","276","901183","0.0-2.0-2.0-2.0-0.1","","false","90","combine","6","","0","3","","","","","","","","","","",""
"243.30999981611967","<p>X</p>","72","html-keyboard-response","277","902685","0.0-2.0-2.0-2.0-0.2","","false","90","combine","6","","0","3","","","","","","","","","","",""
"841.7549999430776","<p>R</p>","75","html-keyboard-response","278","904187","0.0-2.0-2.0-2.0-0.3","","false","90","combine","6","","0","3","","","","","","","","","","",""
"1169.9899998493493","<p>X</p>","75","html-keyboard-response","279","905688","0.0-2.0-2.0-2.0-0.4","","false","90","combine","6","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","280","907194","0.0-2.0-2.0-2.0-0.5","","false","90","combine","6","","0","3","","","","","","","","","","",""
"564.3649999983609","<p>T</p>","72","html-keyboard-response","281","908696","0.0-2.0-2.0-2.0-0.6","","true","72","combine","6","","0","3","","","","","","","","","","",""
"755.0749997608364","<p>X</p>","75","html-keyboard-response","282","910203","0.0-2.0-2.0-2.0-0.7","","false","75","combine","6","","1","3","","","","","","","","","","",""
"528.8949999958277","<p>X</p>","75","html-keyboard-response","283","911707","0.0-2.0-2.0-2.0-0.8","","false","90","combine","6","","0","3","","","","","","","","","","",""
"443.71999986469746","<p>X</p>","75","html-keyboard-response","284","913213","0.0-2.0-2.0-2.0-0.9","","false","90","combine","6","","0","3","","","","","","","","","","",""
"474.6699999086559","<p>T</p>","72","html-keyboard-response","285","914716","0.0-2.0-2.0-2.0-0.10","","true","72","combine","6","","0","3","","","","","","","","","","",""
"350.0350001268089","<p>T</p>","72","html-keyboard-response","286","916222","0.0-2.0-2.0-2.0-0.11","","true","72","combine","6","","0","3","","","","","","","","","","",""
"659.8000000230968","<p>X</p>","75","html-keyboard-response","287","917728","0.0-2.0-2.0-2.0-0.12","","false","75","combine","6","","1","3","","","","","","","","","","",""
"467.27999998256564","<p>X</p>","75","html-keyboard-response","288","919231","0.0-2.0-2.0-2.0-0.13","","false","90","combine","6","","0","3","","","","","","","","","","",""
"497.169999871403","<p>X</p>","75","html-keyboard-response","289","920738","0.0-2.0-2.0-2.0-0.14","","false","90","combine","6","","0","3","","","","","","","","","","",""
"1147.2200001589954","<p style='font-size:25px'>You were not accurate enough. You earned 0 points.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","290","921887","0.0-2.0-2.0-3.0","","","","","","","","","","","","","","","","","","",""
"6964.905000291765","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","291","928853","0.0-2.0-4.0-0.0","","","","BDM","7","","","","","","40","68.89483882316638","","","","","","",""
