"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","detect","correct_key","tasknum","practice_accuracy","practice","nback","n","number_practice_combines","response","BDMquizgrade","slider_start","stimnum","TOT","overall","performance_by_block","points_list","value_list","offer_list"
"","html-keyboard-response","154","275138","0.0-1.0-7.0-3.0-2.0-23.0","null","Not a match! Press nothing.","null","feedback","","","","","","true","","","","","","","","","","","","",""
"","categorize-html","155","275881","0.0-1.0-7.0-3.0-2.0-24.0","739.2700000200421","<p>R</p>","72","combine","true","false","72","-1","","true","1","3","","","","","","","","","","",""
"","html-keyboard-response","156","276641","0.0-1.0-7.0-3.0-2.0-25.0","null","Correct!","null","feedback","","","","","","true","","","","","","","","","","","","",""
"","categorize-html","157","277724","0.0-1.0-7.0-3.0-2.0-26.0","1080.9949999675155","<p>X</p>","72","combine","true","false","72","-1","","true","1","3","","","","","","","","","","",""
"","html-keyboard-response","158","278481","0.0-1.0-7.0-3.0-2.0-27.0","null","Correct!","null","feedback","","","","","","true","","","","","","","","","","","","",""
"","categorize-html","159","279315","0.0-1.0-7.0-3.0-2.0-28.0","832.0850001182407","<p>E</p>","72","combine","true","false","72","-1","","true","1","3","","","","","","","","","","",""
"","html-keyboard-response","160","280072","0.0-1.0-7.0-3.0-2.0-29.0","null","Correct!","null","feedback","","","","","","true","","","","","","","","","","","","",""
"","html-keyboard-response","161","288703","0.0-1.0-7.0-16.0-0.0","8625.370000023395","<p>Good job! You have reached 80% accuracy on this practice task. We will now move on.</p><p>[Press the space bar to continue.]</p>","32","debrief","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","162","321053","0.0-1.0-8.0-0.0-0.0","32348.119999980554","<p>Please read these instructions carefully, as you will be tested on your understanding of them.</p><p>Before each round begins, you will be asked how many points is a fair wage to be at least 80% accurate at one of the tasks you just practiced.</p><p>We want you to tell us truthfully how many points is a fair wage, and so we are using a payment process where <strong>telling the truth is the best strategy.</strong></p><p>This means that <strong>you have some control over what you will be paid</strong> at the end of the experiment.</p><p>Whenever given a choice, <strong> the best thing you can do is to always ask for what you consider to be a fair wage for at least 80% accuracy on the task.</strong></p><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","163","340807","0.0-1.0-8.0-1.0-0.0","19754.624999826774","<p>What do we mean by ""fair wage""?</p><p>When you get hired to complete some work, you may ask for more or less payment based on how much you would enjoy doing that work.</p><p>For example, you might dislike mowing the lawn more than watering the garden, and may ask for more in return for mowing the lawn.</p><p>A fair wage for you is the amount of points you think it would be fair for you to receive in exchange for your completion of the task.</p><p>While you won't get paid exactly what you ask for, the best strategy is to ask for what you truly believe is a fair wage for you.</p><p>We're not going to get into the exact reasons why until the end of the experiment.</p><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","164","392530","0.0-1.0-8.0-2.0-0.0","51721.11500008032","<p>In short, once you report your fair wage, the computer will present you with a <strong> random offer.</strong></p><p>If you ask for fewer points than the computer offers you, then you will complete the task and be given the points the computer offered.</p><p>Say you ask for 3 points and the computer offers 4, then if you pass the task with at least 80% accuracy, you will be given 4 points.</p><p>If you ask for more points than the computer offers you, then you will do a different task on that round. The alternate task is worth <strong>1 point.</strong></p><p>For example, if you ask for 5 points and the computer offers 4 points, then you will do something else and be given 1 point.</p><p>There is no way to game the payment system. You will either get the computer's random point offer, or 1 point for an alternative task.</p><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","165","419280","0.0-1.0-8.0-3.0-0.0-0.0","26739.354999968782","<img src=""./static/img/fractal3.jpg"" width=""250"" height=""250""","","instructs","","","","","","","","","","28","","","","","","","","",""
"","html-keyboard-response","166","424888","0.0-1.0-8.0-3.0-1.0-0.0","5606.30499990657","<p>You asked for 2.12 points.</p><p>The computer offered 4.88 points.</p><p>Because the computer's offer is larger, you would move onto the pictured task and, if you achieved 80% accuracy on this task, you would be given 4.88 points at the end.</p><p>Press the space bar to continue.</p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","167","429547","0.0-1.0-8.0-3.0-2.0-0.0","4654.4349999167025","<img src=""./static/img/fractal3.jpg"" width=""250"" height=""250""","","instructs","","","","","","","","","","84","","","","","","","","",""
"","html-keyboard-response","168","435077","0.0-1.0-8.0-3.0-3.0-0.0","5527.890000026673","<p>You asked for 4.36 points.</p><p>The computer offered 1.24 points.</p><p>Because the computer's offer is smaller, you would skip the pictured task and, if you achieved 80% accuracy on an alternate task, you would be given 1 point at the end.</p><p>Press the space bar to continue.</p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","169","443546","0.0-1.0-8.0-4.0-0.0","8467.010000022128","<p><strong> Your best strategy is to always ask for what you believe is a fair wage for hitting at least 80% accuracy on 1 round of a task.</strong></p><p>We will now quiz you on the instructions you've just read. If you fail this quiz, you cannot participate in this experiment.</p><p>Press R if you'd like to read these instructions again.</p><p>Press the space bar if you'd like to move on to the quiz.</p>","32","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","170","450051","0.0-1.0-8.0-6.0-0.0","4486.220000078902","<p'font-size':15px>[Question 1 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p'font-size':25px>Imagine you think a true fair wage is 2 points. Which amount should you ask for?</p><p 'font-size':25px> A. 4</p><p 'font-size':25px> B. 2</p>","66","quiz","true","","","","","","","","","","","","","","","","","",""
"","categorize-html","171","457921","0.0-1.0-8.0-6.0-0.1","5855.134999845177","<p'font-size':15px>[Question 2 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p><img src='./static/img/offer_big.png'></p><p'font-size':25px>What happens when you ask for <strong>more</strong> points than the computer offers?</p><p>A. You will start the pictured task, and get the points the computer offered if you pass that round.</p><p 'font-size':25px> B. You will start a different task and be given 1 point if you pass that round.</p>","66","quiz","true","","","","","","","","","","","","","","","","","",""
"","categorize-html","172","472884","0.0-1.0-8.0-6.0-0.2","12949.034999823198","<p'font-size':15px>[Question 3 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p'font-size':25px>Under which of the following two conditions will you do the pictured task?</p><p>A. When you ask for 2 points, and the computer randomly offers 3 points.</p><p 'font-size':25px> B. When you ask for 2 points, and the computer randomly offers 1 point.</p>","65","quiz","true","","","","","","","","","","","","","","","","","",""
"","categorize-html","173","480192","0.0-1.0-8.0-6.0-0.3","5289.765000110492","<p'font-size':15px>[Question 4 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p><img src='./static/img/offer_small.png'></p><p'font-size':25px>What happens when you ask for <strong>fewer</strong> points than the computer offers?</p><p>A. You will start the task, and get the points the computer offered if you pass that round.</p><p 'font-size':25px> B. You will start a different task and be given 1 point if you pass that round.</p>","65","quiz","true","","","","","","","","","","","","","","","","","",""
"","categorize-html","174","490136","0.0-1.0-8.0-6.0-0.4","7908.954999875277","<p'font-size':15px>[Question 5 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p'font-size':25px>Under which of the following two conditions will you <strong>not</strong> do the pictured task?</p><p>A. When you ask for 3 points, and the computer randomly offers 2 points.</p><p 'font-size':25px> B. When you ask for 3 points, and the computer randomly offers 4 points.</p>","65","quiz","true","","","","","","","","","","","","","","","","","",""
"","categorize-html","175","503278","0.0-1.0-8.0-6.0-0.5","11130.67499990575","<p'font-size':15px>[Question 6 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p'font-size':25px>Which is the correct strategy for asking for points?</p><p>A. Ask for as many points as possible.</p><p 'font-size':25px> B. Tell the truth about what is a fair wage for you.</p>","66","quiz","true","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","176","517521","0.0-1.0-8.0-7.0-0.0","14240.425000200048","<p>Great job! We will now begin the real experiment.</p><p>[Press the space bar to continue.]</p>","32","BDMquiz","","","","","","","","","","","100","","","","","","","",""
"","html-keyboard-response","177","528399","0.0-1.0-9.0-0.0","10876.029999926686","<p>The real experiment will now start. </p><p>For each round of the experiment, you will be asked how many points you would like to earn to complete a task.</p><p>If you ask for more points than a randomly generated number, you will not complete that task. </p><p>Instead, you will complete a different task and earn 1 point.</p><p>At the end of the experiment, the points you earn will be counted and turned into a bonus payment. $$</p><p>[Press the space bar to continue.]</p>","32","instructions","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","178","534731","0.0-1.0-10.0-0.0","6333.155000116676","<p>Pay attention! If you are not at least 80% accurate, you will not earn points for completing each task.</p><p>You will not be getting the same amount of feedback on your performance in the real experiment.</p><p>If you press a button, the stimulus on screen will turn red to show you that the computer registered your response.</p><p>If we can tell that you are not paying attention (not accurate enough or not responding quickly enough), then this HIT will end early and you will earn a smaller payment. $$</p><p>[Press the space bar to begin the real experiment.]</p>","32","instructions","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","179","549112","0.0-2.0-0.0-0.0","14376.56500004232","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","0","","","","","","84","","6.72742771697028","","","","","","",""
"","html-keyboard-response","180","553312","0.0-2.0-1.0-0.0","4196.944999974221","<p style='font-size':25px> You want <strong> 4.36 </strong> points. </p> <p> The computer offers <strong>3.00</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","181","553414","0.0-2.0-3.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","182","562450","0.0-2.0-3.0-1.0-0.0","9034.454999957234","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","",""
"","categorize-html","183","563960","0.0-2.0-3.0-2.0-0.0","null","<p>X</p>","null","detection","false","false","90","0","","","","","","","","","2","","","","","",""
"","html-keyboard-response","184","563962","0.0-2.0-3.0-2.0-1.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","185","564276","0.0-2.0-3.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","186","565795","0.0-2.0-3.0-2.0-3.0","null","<p>E</p>","null","detection","false","false","90","0","","","","","","","","","0","","","","","",""
"","html-keyboard-response","187","565801","0.0-2.0-3.0-2.0-4.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","188","566112","0.0-2.0-3.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","189","567634","0.0-2.0-3.0-2.0-6.0","null","<p>R</p>","null","detection","false","false","90","0","","","","","","","","","1","","","","","",""
"","html-keyboard-response","190","567641","0.0-2.0-3.0-2.0-7.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","191","567943","0.0-2.0-3.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","192","569461","0.0-2.0-3.0-2.0-9.0","null","<p>X</p>","null","detection","false","false","90","0","","","","","","","","","2","","","","","",""
"","html-keyboard-response","193","569468","0.0-2.0-3.0-2.0-10.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","194","569775","0.0-2.0-3.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","195","570179","0.0-2.0-3.0-2.0-12.0","401.4000000897795","<p>T</p>","75","detection","true","true","75","0","","","","","","","","","3","","","","","",""
"","html-keyboard-response","196","571288","0.0-2.0-3.0-2.0-13.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","197","571590","0.0-2.0-3.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","198","573112","0.0-2.0-3.0-2.0-15.0","null","<p>X</p>","null","detection","false","false","90","0","","","","","","","","","2","","","","","",""
"","html-keyboard-response","199","573119","0.0-2.0-3.0-2.0-16.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","200","573424","0.0-2.0-3.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","201","574934","0.0-2.0-3.0-2.0-18.0","null","<p>E</p>","null","detection","false","false","90","0","","","","","","","","","0","","","","","",""
"","html-keyboard-response","202","574959","0.0-2.0-3.0-2.0-19.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","203","575272","0.0-2.0-3.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","204","575681","0.0-2.0-3.0-2.0-21.0","406.48500015959144","<p>T</p>","75","detection","true","true","75","0","","","","","","","","","3","","","","","",""
"","html-keyboard-response","205","576786","0.0-2.0-3.0-2.0-22.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","206","577089","0.0-2.0-3.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","207","578604","0.0-2.0-3.0-2.0-24.0","null","<p>E</p>","null","detection","false","false","90","0","","","","","","","","","0","","","","","",""
"","html-keyboard-response","208","578610","0.0-2.0-3.0-2.0-25.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","209","578913","0.0-2.0-3.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","210","580431","0.0-2.0-3.0-2.0-27.0","null","<p>X</p>","null","detection","false","false","90","0","","","","","","","","","2","","","","","",""
"","html-keyboard-response","211","580437","0.0-2.0-3.0-2.0-28.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","212","580752","0.0-2.0-3.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","213","582271","0.0-2.0-3.0-2.0-30.0","null","<p>R</p>","null","detection","false","false","90","0","","","","","","","","","1","","","","","",""
"","html-keyboard-response","214","582277","0.0-2.0-3.0-2.0-31.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","215","582586","0.0-2.0-3.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","216","584093","0.0-2.0-3.0-2.0-33.0","null","<p>E</p>","null","detection","false","false","90","0","","","","","","","","","0","","","","","",""
"","html-keyboard-response","217","584100","0.0-2.0-3.0-2.0-34.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","218","584402","0.0-2.0-3.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","219","585908","0.0-2.0-3.0-2.0-36.0","null","<p>X</p>","null","detection","false","false","90","0","","","","","","","","","2","","","","","",""
"","html-keyboard-response","220","585914","0.0-2.0-3.0-2.0-37.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","221","586220","0.0-2.0-3.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","222","586675","0.0-2.0-3.0-2.0-39.0","451.6100001055747","<p>T</p>","75","detection","true","true","75","0","","","","","","","","","3","","","","","",""
"","html-keyboard-response","223","587737","0.0-2.0-3.0-2.0-40.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","224","588049","0.0-2.0-3.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","225","589558","0.0-2.0-3.0-2.0-42.0","null","<p>E</p>","null","detection","false","false","90","0","","","","","","","","","0","","","","","",""
"","html-keyboard-response","226","589564","0.0-2.0-3.0-2.0-43.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","227","589866","0.0-2.0-3.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","228","591685","0.0-2.0-3.0-3.0","1816.73499988392","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","229","600534","0.0-2.0-4.0-0.0","8843.225000193343","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","1","","","","","","72","","3.2331441098788494","","","","","","",""
"","html-keyboard-response","230","604427","0.0-2.0-5.0-0.0","3890.049999812618","<p style='font-size':25px> You want <strong> 3.88 </strong> points. </p> <p> The computer offers <strong>3.64</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","231","604544","0.0-2.0-7.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","232","606886","0.0-2.0-7.0-1.0-0.0","2339.89500021562","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","",""
"","categorize-html","233","608403","0.0-2.0-7.0-2.0-0.0","null","<p>R</p>","null","detection","false","false","90","1","","","","","","","","","1","","","","","",""
"","html-keyboard-response","234","608406","0.0-2.0-7.0-2.0-1.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","235","608714","0.0-2.0-7.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","236","610224","0.0-2.0-7.0-2.0-3.0","null","<p>E</p>","null","detection","false","false","90","1","","","","","","","","","0","","","","","",""
"","html-keyboard-response","237","610231","0.0-2.0-7.0-2.0-4.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","238","610547","0.0-2.0-7.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","239","612057","0.0-2.0-7.0-2.0-6.0","null","<p>X</p>","null","detection","false","false","90","1","","","","","","","","","2","","","","","",""
"","html-keyboard-response","240","612064","0.0-2.0-7.0-2.0-7.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","241","612380","0.0-2.0-7.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","242","613889","0.0-2.0-7.0-2.0-9.0","null","<p>X</p>","null","detection","false","false","90","1","","","","","","","","","2","","","","","",""
"","html-keyboard-response","243","613896","0.0-2.0-7.0-2.0-10.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","244","614207","0.0-2.0-7.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","245","614580","0.0-2.0-7.0-2.0-12.0","371.1950001306832","<p>T</p>","75","detection","true","true","75","1","","","","","","","","","3","","","","","",""
"","html-keyboard-response","246","615723","0.0-2.0-7.0-2.0-13.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","247","616025","0.0-2.0-7.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","248","616589","0.0-2.0-7.0-2.0-15.0","561.0500001348555","<p>T</p>","75","detection","true","true","75","1","","","","","","","","","3","","","","","",""
"","html-keyboard-response","249","617530","0.0-2.0-7.0-2.0-16.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","250","617835","0.0-2.0-7.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","251","619352","0.0-2.0-7.0-2.0-18.0","null","<p>X</p>","null","detection","false","false","90","1","","","","","","","","","2","","","","","",""
"","html-keyboard-response","252","619357","0.0-2.0-7.0-2.0-19.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","253","619659","0.0-2.0-7.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","254","621169","0.0-2.0-7.0-2.0-21.0","null","<p>R</p>","null","detection","false","false","90","1","","","","","","","","","1","","","","","",""
"","html-keyboard-response","255","621174","0.0-2.0-7.0-2.0-22.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","256","621491","0.0-2.0-7.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","257","622998","0.0-2.0-7.0-2.0-24.0","null","<p>E</p>","null","detection","false","false","90","1","","","","","","","","","0","","","","","",""
"","html-keyboard-response","258","623005","0.0-2.0-7.0-2.0-25.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","259","623306","0.0-2.0-7.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","260","624815","0.0-2.0-7.0-2.0-27.0","null","<p>X</p>","null","detection","false","false","90","1","","","","","","","","","2","","","","","",""
"","html-keyboard-response","261","624822","0.0-2.0-7.0-2.0-28.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","262","625124","0.0-2.0-7.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","263","626631","0.0-2.0-7.0-2.0-30.0","null","<p>R</p>","null","detection","false","false","90","1","","","","","","","","","1","","","","","",""
"","html-keyboard-response","264","626638","0.0-2.0-7.0-2.0-31.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","265","626943","0.0-2.0-7.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","266","628450","0.0-2.0-7.0-2.0-33.0","null","<p>E</p>","null","detection","false","false","90","1","","","","","","","","","0","","","","","",""
"","html-keyboard-response","267","628456","0.0-2.0-7.0-2.0-34.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","268","628764","0.0-2.0-7.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","269","630277","0.0-2.0-7.0-2.0-36.0","null","<p>E</p>","null","detection","false","false","90","1","","","","","","","","","0","","","","","",""
"","html-keyboard-response","270","630283","0.0-2.0-7.0-2.0-37.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","271","630596","0.0-2.0-7.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","272","630968","0.0-2.0-7.0-2.0-39.0","368.5750002041459","<p>T</p>","75","detection","true","true","75","1","","","","","","","","","3","","","","","",""
"","html-keyboard-response","273","632101","0.0-2.0-7.0-2.0-40.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","274","632403","0.0-2.0-7.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","275","633925","0.0-2.0-7.0-2.0-42.0","null","<p>X</p>","null","detection","false","false","90","1","","","","","","","","","2","","","","","",""
"","html-keyboard-response","276","633932","0.0-2.0-7.0-2.0-43.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","277","634236","0.0-2.0-7.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","278","635172","0.0-2.0-7.0-3.0","934.4100002199411","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","279","650166","0.0-2.0-8.0-0.0","14989.220000104979","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","2","","","","","","76","","27.839377740701067","","","","","","",""
"","html-keyboard-response","280","653856","0.0-2.0-9.0-0.0","3687.374999979511","<p style='font-size':25px> You want <strong> 4.04 </strong> points. </p> <p> The computer offers <strong>1.84</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","281","653962","0.0-2.0-11.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","282","658614","0.0-2.0-11.0-1.0-0.0","4662.525000050664","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","",""
"","categorize-html","283","660125","0.0-2.0-11.0-2.0-0.0","null","<p>X</p>","null","detection","false","false","90","2","","","","","","","","","2","","","","","",""
"","html-keyboard-response","284","660129","0.0-2.0-11.0-2.0-1.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","285","660434","0.0-2.0-11.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","286","661951","0.0-2.0-11.0-2.0-3.0","null","<p>E</p>","null","detection","false","false","90","2","","","","","","","","","0","","","","","",""
"","html-keyboard-response","287","661958","0.0-2.0-11.0-2.0-4.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","288","662266","0.0-2.0-11.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","289","663779","0.0-2.0-11.0-2.0-6.0","null","<p>X</p>","null","detection","false","false","90","2","","","","","","","","","2","","","","","",""
"","html-keyboard-response","290","663785","0.0-2.0-11.0-2.0-7.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","291","664098","0.0-2.0-11.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","292","665613","0.0-2.0-11.0-2.0-9.0","null","<p>R</p>","null","detection","false","false","90","2","","","","","","","","","1","","","","","",""
"","html-keyboard-response","293","665620","0.0-2.0-11.0-2.0-10.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","294","665921","0.0-2.0-11.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","295","667439","0.0-2.0-11.0-2.0-12.0","null","<p>X</p>","null","detection","false","false","90","2","","","","","","","","","2","","","","","",""
"","html-keyboard-response","296","667445","0.0-2.0-11.0-2.0-13.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
