"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","switch","rule","stimnum","prob_switch","correct_key","tasknum","practice","practice_accuracy","number_practice_combines","response","BDMquizgrade","task_displayed","slider_start","responses","question_order","TOT","overall","performance_by_block","points_list","value_list","offer_list","exp_version","n_switch_rule_sides"
"","html-keyboard-response","119","550651","0.0-1.0-2.0-3.0-3.0-0.0","10970.74999997858","<p>You asked for 5.00 points.</p><p>The computer offered 1.24 points.</p><p>Because the computer's offer is smaller, you would skip the pictured task and, if you achieved 80% accuracy on an alternate task, you would be given 1 point at the end.</p><p>Press the space bar to continue.</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","120","571961","0.0-1.0-2.0-4.0-0.0","21307.93499998981","<p><strong> Your best strategy is to always ask for what you believe is a fair wage for hitting at least 80% accuracy on 1 round of a task.</strong></p><p>We will now quiz you on the instructions you've just read. If you fail this quiz, you cannot participate in this experiment.</p><p>Press R if you'd like to read these instructions again.</p><p>Press the space bar if you'd like to move on to the quiz.</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","121","585653","0.0-1.0-2.0-6.0-0.0","11687.25000001723","<p'font-size':15px>[Question 1 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p'font-size':25px>Imagine you think a true fair wage is 2 points. Which amount should you ask for?</p><p 'font-size':25px> A. 4</p><p 'font-size':25px> B. 2</p>","66","quiz","true","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","122","599534","0.0-1.0-2.0-6.0-0.1","11870.90999999782","<p'font-size':15px>[Question 2 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p><img src='./static/img/offer_big.png'></p><p'font-size':25px>What happens when you ask for <strong>more</strong> points than the computer offers?</p><p>A. You will start the pictured task, and get the points the computer offered if you pass that round.</p><p 'font-size':25px> B. You will start a different task and be given 1 point if you pass that round.</p>","66","quiz","true","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","123","614268","0.0-1.0-2.0-6.0-0.2","12728.83500001626","<p'font-size':15px>[Question 3 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p'font-size':25px>Under which of the following two conditions will you do the pictured task?</p><p>A. When you ask for 2 points, and the computer randomly offers 3 points.</p><p 'font-size':25px> B. When you ask for 2 points, and the computer randomly offers 1 point.</p>","65","quiz","true","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","124","639199","0.0-1.0-2.0-6.0-0.3","22923.660000029486","<p'font-size':15px>[Question 4 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p><img src='./static/img/offer_small.png'></p><p'font-size':25px>What happens when you ask for <strong>fewer</strong> points than the computer offers?</p><p>A. You will start the task, and get the points the computer offered if you pass that round.</p><p 'font-size':25px> B. You will start a different task and be given 1 point if you pass that round.</p>","65","quiz","true","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","125","652753","0.0-1.0-2.0-6.0-0.4","11537.884999997914","<p'font-size':15px>[Question 5 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p'font-size':25px>Under which of the following two conditions will you <strong>not</strong> do the pictured task?</p><p>A. When you ask for 3 points, and the computer randomly offers 2 points.</p><p 'font-size':25px> B. When you ask for 3 points, and the computer randomly offers 4 points.</p>","65","quiz","true","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","126","667050","0.0-1.0-2.0-6.0-0.5","12291.949999984354","<p'font-size':15px>[Question 6 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p'font-size':25px>Which is the correct strategy for asking for points?</p><p>A. Ask for as many points as possible.</p><p 'font-size':25px> B. Tell the truth about what is a fair wage for you.</p>","66","quiz","true","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","127","669804","0.0-1.0-2.0-7.0-0.0","2751.924999989569","<p>Great job! We will now begin the real experiment.</p><p>[Press the space bar to continue.]</p>","32","BDMquiz","","","","","","","","","","","","100","","","","","","","","","","","",""
"","html-keyboard-response","128","677285","0.0-1.0-3.0-0.0","7479.194999963511","<p>The real experiment will now start. </p><p>For each round of the experiment, you will be asked how many points you would like to earn to complete a task.</p><p>If you ask for more points than a randomly generated number, you will not complete that task. </p><p>Instead, you will complete a different task and earn 1 point.</p><p>At the end of the experiment, the points you earn will be counted and turned into a bonus payment. $$</p><p>[Press the space bar to continue.]</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","129","686958","0.0-1.0-4.0-0.0","9671.340000000782","<p>Pay attention! If you are not at least 80% accurate, you will not earn points for completing each task.</p><p>You will not be getting the same amount of feedback on your performance in the real experiment.</p><p>If you press a button, the stimulus on screen will change color to show you that the computer registered your response.</p><p>At the end of the experiment, we'll ask you to complete some optional survey questions.</p><p>If we can tell that you are not paying attention (not accurate enough or not responding quickly enough), then this experiment will end early and you will earn a smaller payment. $$</p><p>[Press the space bar to begin the real experiment.]</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","130","693381","0.0-2.0-0.0-0.0","6420.110000006389","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","0","","","","52","","3","30.960220699840214","","","","","","","","","",""
"","html-keyboard-response","131","701416","0.0-2.0-1.0-0.0","8031.704999972135","<p style='font-size':25px> You want <strong> 3.08 </strong> points. </p> <p> The computer offers <strong>4.28</strong> points. </p><p> You will be given 4.28 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal4.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","132","701526","0.0-2.0-2.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","133","709517","0.0-2.0-2.0-1.0-0.0","7989.070000010543","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: blue"">If the number is blue, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: red"">If the number is red, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>Please place your fingers on the response keys now.</p><p>Press any button to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","134","710645","0.0-2.0-2.0-2.0-0.0","1124.8350000241771","<p style=""color: blue"" >8</p>","70","n-switch","true","true","1","6","0.9","70","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","135","711026","0.0-2.0-2.0-2.0-1.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","136","711343","0.0-2.0-2.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","137","712371","0.0-2.0-2.0-2.0-3.0","1024.9100000364706","<p style=""color: red"" >4</p>","72","n-switch","true","true","2","3","0.9","72","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","138","712849","0.0-2.0-2.0-2.0-4.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","139","713153","0.0-2.0-2.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","140","713729","0.0-2.0-2.0-2.0-6.0","571.8750000232831","<p style=""color: blue"" >2</p>","72","n-switch","false","true","1","1","0.9","83","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","141","714661","0.0-2.0-2.0-2.0-7.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","142","714971","0.0-2.0-2.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","143","715980","0.0-2.0-2.0-2.0-9.0","1006.130000052508","<p style=""color: red"" >7</p>","75","n-switch","true","true","2","5","0.9","75","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","144","716480","0.0-2.0-2.0-2.0-10.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","145","716784","0.0-2.0-2.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","146","717789","0.0-2.0-2.0-2.0-12.0","998.3549999888055","<p style=""color: red"" >1</p>","75","n-switch","true","false","2","0","0.9","75","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","147","718304","0.0-2.0-2.0-2.0-13.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","148","718620","0.0-2.0-2.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","149","719476","0.0-2.0-2.0-2.0-15.0","852.660000033211","<p style=""color: blue"" >4</p>","70","n-switch","false","true","1","3","0.9","83","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","150","720139","0.0-2.0-2.0-2.0-16.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","151","720454","0.0-2.0-2.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","152","721152","0.0-2.0-2.0-2.0-18.0","694.1699999733828","<p style=""color: red"" >9</p>","75","n-switch","true","true","2","7","0.9","75","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","153","721959","0.0-2.0-2.0-2.0-19.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","154","722280","0.0-2.0-2.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","155","722950","0.0-2.0-2.0-2.0-21.0","667.1349999960512","<p style=""color: blue"" >4</p>","70","n-switch","false","true","1","3","0.9","83","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","156","723786","0.0-2.0-2.0-2.0-22.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","157","724102","0.0-2.0-2.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","158","724677","0.0-2.0-2.0-2.0-24.0","572.0650000148453","<p style=""color: blue"" >8</p>","70","n-switch","true","false","1","6","0.9","70","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","159","725621","0.0-2.0-2.0-2.0-25.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","160","725927","0.0-2.0-2.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","161","726732","0.0-2.0-2.0-2.0-27.0","802.4549999972805","<p style=""color: red"" >4</p>","72","n-switch","true","true","2","3","0.9","72","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","162","727446","0.0-2.0-2.0-2.0-28.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","163","727765","0.0-2.0-2.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","164","728405","0.0-2.0-2.0-2.0-30.0","636.884999985341","<p style=""color: blue"" >1</p>","83","n-switch","true","true","1","0","0.9","83","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","165","729276","0.0-2.0-2.0-2.0-31.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","166","729582","0.0-2.0-2.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","167","730449","0.0-2.0-2.0-2.0-33.0","863.3799999952316","<p style=""color: red"" >6</p>","72","n-switch","true","true","2","4","0.9","72","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","168","731101","0.0-2.0-2.0-2.0-34.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","169","731418","0.0-2.0-2.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","170","732520","0.0-2.0-2.0-2.0-36.0","1097.684999986086","<p style=""color: blue"" >8</p>","70","n-switch","true","true","1","6","0.9","70","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","171","732939","0.0-2.0-2.0-2.0-37.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","172","733254","0.0-2.0-2.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","173","734064","0.0-2.0-2.0-2.0-39.0","807.1650000056252","<p style=""color: red"" >6</p>","72","n-switch","true","true","2","4","0.9","72","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","174","734759","0.0-2.0-2.0-2.0-40.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","175","735075","0.0-2.0-2.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","176","736057","0.0-2.0-2.0-2.0-42.0","978.865000011865","<p style=""color: blue"" >4</p>","83","n-switch","true","true","1","3","0.9","83","0","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","177","736586","0.0-2.0-2.0-2.0-43.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","178","736890","0.0-2.0-2.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","179","740038","0.0-2.0-2.0-3.0","3145.989999989979","<p>Great job! You earned 4.28 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","180","750073","0.0-2.0-4.0-0.0","10030.804999987595","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","1","","","","52","","3","81.2829885198594","","","","","","","","","",""
"","html-keyboard-response","181","756509","0.0-2.0-5.0-0.0","6434.034999983851","<p style='font-size':25px> You want <strong> 3.08 </strong> points. </p> <p> The computer offers <strong>4.96</strong> points. </p><p> You will be given 4.96 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal4.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","182","756612","0.0-2.0-6.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","183","758719","0.0-2.0-6.0-1.0-0.0","2104.13500003051","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: blue"">If the number is blue, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: red"">If the number is red, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>Please place your fingers on the response keys now.</p><p>Press any button to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","184","759603","0.0-2.0-6.0-2.0-0.0","880.8250000001863","<p style=""color: blue"" >1</p>","83","n-switch","true","true","1","0","0.9","83","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","185","760229","0.0-2.0-6.0-2.0-1.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","186","760532","0.0-2.0-6.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","187","761307","0.0-2.0-6.0-2.0-3.0","771.0249999654479","<p style=""color: red"" >1</p>","75","n-switch","true","true","2","0","0.9","75","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","188","762037","0.0-2.0-6.0-2.0-4.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","189","762354","0.0-2.0-6.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","190","763141","0.0-2.0-6.0-2.0-6.0","783.8649999466725","<p style=""color: red"" >3</p>","75","n-switch","true","false","2","2","0.9","75","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","191","763870","0.0-2.0-6.0-2.0-7.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","192","764175","0.0-2.0-6.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","193","764674","0.0-2.0-6.0-2.0-9.0","495.7900000154041","<p style=""color: blue"" >8</p>","70","n-switch","true","true","1","6","0.9","70","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","194","765690","0.0-2.0-6.0-2.0-10.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","195","765998","0.0-2.0-6.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","196","766930","0.0-2.0-6.0-2.0-12.0","927.4250000016764","<p style=""color: blue"" >1</p>","72","n-switch","false","false","1","0","0.9","83","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","197","767518","0.0-2.0-6.0-2.0-13.0","113.58000000473112","<p style=""color: black"">1</p>","83","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","198","767838","0.0-2.0-6.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","199","768538","0.0-2.0-6.0-2.0-15.0","697.150000021793","<p style=""color: blue"" >4</p>","83","n-switch","true","false","1","3","0.9","83","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","200","769345","0.0-2.0-6.0-2.0-16.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","201","769661","0.0-2.0-6.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","202","770452","0.0-2.0-6.0-2.0-18.0","784.8100000410341","<p style=""color: red"" >9</p>","75","n-switch","true","true","2","7","0.9","75","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","203","771183","0.0-2.0-6.0-2.0-19.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","204","771498","0.0-2.0-6.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","205","772146","0.0-2.0-6.0-2.0-21.0","644.3849999923259","<p style=""color: blue"" >7</p>","70","n-switch","true","true","1","5","0.9","70","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","206","773005","0.0-2.0-6.0-2.0-22.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","207","773323","0.0-2.0-6.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","208","773972","0.0-2.0-6.0-2.0-24.0","645.5550000537187","<p style=""color: red"" >8</p>","72","n-switch","true","true","2","6","0.9","72","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","209","774830","0.0-2.0-6.0-2.0-25.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","210","775135","0.0-2.0-6.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","211","775740","0.0-2.0-6.0-2.0-27.0","600.6349999806844","<p style=""color: blue"" >9</p>","70","n-switch","true","true","1","7","0.9","70","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","212","776645","0.0-2.0-6.0-2.0-28.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","213","776959","0.0-2.0-6.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","214","777740","0.0-2.0-6.0-2.0-30.0","777.4999999674037","<p style=""color: red"" >8</p>","75","n-switch","false","true","2","6","0.9","72","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","215","778466","0.0-2.0-6.0-2.0-31.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","216","778786","0.0-2.0-6.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","217","779417","0.0-2.0-6.0-2.0-33.0","626.7999999690801","<p style=""color: blue"" >9</p>","70","n-switch","true","true","1","7","0.9","70","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","218","780292","0.0-2.0-6.0-2.0-34.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","219","780609","0.0-2.0-6.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","220","781343","0.0-2.0-6.0-2.0-36.0","730.1699999952689","<p style=""color: red"" >1</p>","72","n-switch","false","true","2","0","0.9","75","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","221","782115","0.0-2.0-6.0-2.0-37.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","222","782432","0.0-2.0-6.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","223","783044","0.0-2.0-6.0-2.0-39.0","608.4649999975227","<p style=""color: blue"" >1</p>","83","n-switch","true","true","1","0","0.9","83","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","224","783939","0.0-2.0-6.0-2.0-40.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","225","784248","0.0-2.0-6.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","226","785136","0.0-2.0-6.0-2.0-42.0","884.5199999632314","<p style=""color: red"" >7</p>","75","n-switch","true","true","2","5","0.9","75","1","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","227","785754","0.0-2.0-6.0-2.0-43.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","228","786064","0.0-2.0-6.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","229","788848","0.0-2.0-6.0-3.0","2781.955000013113","<p>Great job! You earned 4.96 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","230","812318","0.0-2.0-8.0-0.0","23465.705000038724","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","2","","","","56","","3","7.228797111277485","","","","","","","","","",""
"","html-keyboard-response","231","816792","0.0-2.0-9.0-0.0","4471.2949999957345","<p style='font-size':25px> You want <strong> 3.24 </strong> points. </p> <p> The computer offers <strong>2.88</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal5.jpg"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","232","816910","0.0-2.0-11.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","233","822573","0.0-2.0-11.0-1.0-0.0","5660.774999996647","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: blue"">If the number is blue, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: red"">If the number is red, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>Please place your fingers on the response keys now.</p><p>Press any button to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","234","823822","0.0-2.0-11.0-2.0-0.0","1246.21000001207","<p style=""color: blue"" >8</p>","70","n-switch","true","false","1","6","0.1","70","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","235","824080","0.0-2.0-11.0-2.0-1.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","236","824400","0.0-2.0-11.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","237","824917","0.0-2.0-11.0-2.0-3.0","513.5250000166707","<p style=""color: blue"" >8</p>","70","n-switch","true","false","1","6","0.1","70","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","238","825906","0.0-2.0-11.0-2.0-4.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","239","826224","0.0-2.0-11.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","240","826655","0.0-2.0-11.0-2.0-6.0","427.31499997898936","<p style=""color: blue"" >8</p>","70","n-switch","true","false","1","6","0.1","70","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","241","827743","0.0-2.0-11.0-2.0-7.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","242","828059","0.0-2.0-11.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","243","828565","0.0-2.0-11.0-2.0-9.0","503.19999997736886","<p style=""color: blue"" >7</p>","70","n-switch","true","false","1","5","0.1","70","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","244","829580","0.0-2.0-11.0-2.0-10.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","245","829895","0.0-2.0-11.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","246","830277","0.0-2.0-11.0-2.0-12.0","378.63000005017966","<p style=""color: blue"" >7</p>","70","n-switch","true","false","1","5","0.1","70","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","247","831420","0.0-2.0-11.0-2.0-13.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","248","831752","0.0-2.0-11.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","249","832276","0.0-2.0-11.0-2.0-15.0","521.0250000236556","<p style=""color: blue"" >3</p>","83","n-switch","true","false","1","2","0.1","83","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","250","833260","0.0-2.0-11.0-2.0-16.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","251","833569","0.0-2.0-11.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","252","834080","0.0-2.0-11.0-2.0-18.0","507.5349999824539","<p style=""color: blue"" >7</p>","70","n-switch","true","false","1","5","0.1","70","2","false","","","","","","","","","","","","","","","",""
