"rt","stimulus","key_press","task","trial_type","trial_index","time_elapsed","internal_node_id","correct","detect","correct_key","tasknum","training_performance","nback","n","practice","practice_accuracy","response","slider_start","stimnum","TOT","overall","performance_by_block","points_list","value_list","offer_list"
"1406.8849999457598","<p>E</p>","72","combine","categorize-html","158","467242","0.0-0.0-11.0-2.0-14.0","true","false","72","-1","","1","3","true","","","","","","","","","",""
"null","Correct!","null","feedback","html-keyboard-response","159","467993","0.0-0.0-11.0-2.0-15.0","","","","","","","","","","","","","","","","","",""
"null","<p>E</p>","null","combine","categorize-html","160","469512","0.0-0.0-11.0-2.0-16.0","false","false","90","-1","","0","3","true","","","","","","","","","",""
"null"," ","null","feedback","html-keyboard-response","161","470275","0.0-0.0-11.0-2.0-17.0","","","","","","","","","","","","","","","","","",""
"737.2450004331768","<p>E</p>","72","combine","categorize-html","162","471015","0.0-0.0-11.0-2.0-18.0","true","false","72","-1","","1","3","true","","","","","","","","","",""
"null","Correct!","null","feedback","html-keyboard-response","163","471778","0.0-0.0-11.0-2.0-19.0","","","","","","","","","","","","","","","","","",""
"4509.659999981523","<p>Your accuracy was <strong>80.00%</strong>.</p><p>You will need to be at least 85% accurate during the study to earn points.</p><p>Please remember that you will not receive feedback like this during the real experiment.</p><p>Press the space bar to practice this again.</p>","32","","html-keyboard-response","164","476292","0.0-0.0-11.0-3.0-0.0","","","","","80.00","","","","","","","","","","","","",""
"null","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","165","506304","0.0-1.0-0.0-0.0","","","","0","","","","","","null","0","","","","","","",""
"10447.87500007078","<p> You did not respond in time. You will do the following task to earn 1 point. </p><img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""location ='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","166","516741","0.0-1.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","167","516842","0.0-1.0-3.0-0.0","","","","","","","","","","","","","","","","","",""
"3918.890000320971","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","html-keyboard-response","168","520763","0.0-1.0-3.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","169","522266","0.0-1.0-3.0-2.0-0.0","","false","90","0","","","","","","","","2","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","170","523780","0.0-1.0-3.0-2.0-0.1","","false","90","0","","","","","","","","1","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","171","525296","0.0-1.0-3.0-2.0-0.2","","false","90","0","","","","","","","","2","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","172","526801","0.0-1.0-3.0-2.0-0.3","","false","90","0","","","","","","","","0","","","","","",""
"459.9349997006357","<p>T</p>","75","detection","html-keyboard-response","173","528313","0.0-1.0-3.0-2.0-0.4","","true","75","0","","","","","","","","3","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","174","529830","0.0-1.0-3.0-2.0-0.5","","false","90","0","","","","","","","","1","","","","","",""
"407.0100001990795","<p>T</p>","75","detection","html-keyboard-response","175","531345","0.0-1.0-3.0-2.0-0.6","","true","75","0","","","","","","","","3","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","176","532848","0.0-1.0-3.0-2.0-0.7","","false","90","0","","","","","","","","0","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","177","534360","0.0-1.0-3.0-2.0-0.8","","false","90","0","","","","","","","","2","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","178","535876","0.0-1.0-3.0-2.0-0.9","","false","90","0","","","","","","","","2","","","","","",""
"360.3550000116229","<p>T</p>","75","detection","html-keyboard-response","179","537385","0.0-1.0-3.0-2.0-0.10","","true","75","0","","","","","","","","3","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","180","538891","0.0-1.0-3.0-2.0-0.11","","false","90","0","","","","","","","","2","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","181","540407","0.0-1.0-3.0-2.0-0.12","","false","90","0","","","","","","","","0","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","182","541909","0.0-1.0-3.0-2.0-0.13","","false","90","0","","","","","","","","0","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","183","543424","0.0-1.0-3.0-2.0-0.14","","false","90","0","","","","","","","","2","","","","","",""
"null","<p style='font-size:25px'>Great job! You earned 4.28 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","null","debrief","html-keyboard-response","184","573433","0.0-1.0-3.0-3.0","","","","","","","","","","","","","","","","","",""
"16403.299999888986","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","185","589847","0.0-1.0-4.0-0.0","","","","1","","","","","","52","0","","","","","","",""
"6633.380000013858","<p style='font-size':25px> You want <strong> 3.08 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>3.40</strong> points. </p><p style='font-size':25px> You will be given 3.40 points if you achieve at least 85% accuracy on this task. </p><img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","186","596481","0.0-1.0-5.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","187","596590","0.0-1.0-6.0-0.0","","","","","","","","","","","","","","","","","",""
"null","<p>In this task, you will need to press <strong>H</strong> every time you see the same letter you saw 3 trials ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, press <strong>K</strong> as fast as you can.</p><p>Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","null","","html-keyboard-response","188","626599","0.0-1.0-6.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","189","628101","0.0-1.0-6.0-2.0-0.0","","false","90","1","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","190","629603","0.0-1.0-6.0-2.0-0.1","","false","90","1","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","191","631115","0.0-1.0-6.0-2.0-0.2","","false","90","1","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","192","632620","0.0-1.0-6.0-2.0-0.3","","false","90","1","","0","3","","","","","","","","","","",""
"799.5400000363588","<p>R</p>","72","combine","html-keyboard-response","193","634134","0.0-1.0-6.0-2.0-0.4","","false","72","1","","1","3","","","","","","","","","","",""
"850.2349997870624","<p>R</p>","72","combine","html-keyboard-response","194","635635","0.0-1.0-6.0-2.0-0.5","","false","72","1","","1","3","","","","","","","","","","",""
"894.4850000552833","<p>X</p>","72","combine","html-keyboard-response","195","637151","0.0-1.0-6.0-2.0-0.6","","false","72","1","","1","3","","","","","","","","","","",""
"536.7300002835691","<p>T</p>","75","combine","html-keyboard-response","196","638667","0.0-1.0-6.0-2.0-0.7","","true","75","1","","0","3","","","","","","","","","","",""
"763.2550001144409","<p>R</p>","72","combine","html-keyboard-response","197","640184","0.0-1.0-6.0-2.0-0.8","","false","72","1","","1","3","","","","","","","","","","",""
"null","<p>T</p>","null","combine","html-keyboard-response","198","641700","0.0-1.0-6.0-2.0-0.9","","true","75","1","","0","3","","","","","","","","","","",""
"835.1149996742606","<p>T</p>","72","combine","html-keyboard-response","199","643216","0.0-1.0-6.0-2.0-0.10","","true","72","1","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","200","644732","0.0-1.0-6.0-2.0-0.11","","false","72","1","","1","3","","","","","","","","","","",""
"769.4100001826882","<p>T</p>","72","combine","html-keyboard-response","201","646248","0.0-1.0-6.0-2.0-0.12","","true","72","1","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","202","647761","0.0-1.0-6.0-2.0-0.13","","false","90","1","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","203","649268","0.0-1.0-6.0-2.0-0.14","","false","90","1","","0","3","","","","","","","","","","",""
"1812.255000229925","<p style='font-size:25px'>You were not accurate enough. You earned 0 points.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","","html-keyboard-response","204","651082","0.0-1.0-6.0-3.0","","","","","","","","","","","","","","","","","",""
"7804.299999959767","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","205","658890","0.0-1.0-8.0-0.0","","","","2","","","","","","8","0","","","","","","",""
"3424.805000424385","<p style='font-size':25px> You want <strong> 1.32 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>1.48</strong> points. </p><p style='font-size':25px> You will be given 1.48 points if you achieve at least 85% accuracy on this task. </p><img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","206","662317","0.0-1.0-9.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","207","662422","0.0-1.0-10.0-0.0","","","","","","","","","","","","","","","","","",""
"8617.14500002563","<p>In this task, you will need to press <strong>H</strong> every time you see the same letter you saw 3 trials ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, press <strong>K</strong> as fast as you can.</p><p>Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","","html-keyboard-response","208","671040","0.0-1.0-10.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","<p>T</p>","null","combine","html-keyboard-response","209","672543","0.0-1.0-10.0-2.0-0.0","","true","75","2","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","210","674046","0.0-1.0-10.0-2.0-0.1","","false","90","2","","0","3","","","","","","","","","","",""
"null","<p>T</p>","null","combine","html-keyboard-response","211","675560","0.0-1.0-10.0-2.0-0.2","","true","75","2","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","212","677063","0.0-1.0-10.0-2.0-0.3","","false","90","2","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","213","678575","0.0-1.0-10.0-2.0-0.4","","false","90","2","","0","3","","","","","","","","","","",""
"852.5999998673797","<p>X</p>","72","combine","html-keyboard-response","214","680077","0.0-1.0-10.0-2.0-0.5","","false","90","2","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","215","681595","0.0-1.0-10.0-2.0-0.6","","false","90","2","","0","3","","","","","","","","","","",""
"641.9700002297759","<p>E</p>","72","combine","html-keyboard-response","216","683101","0.0-1.0-10.0-2.0-0.7","","false","72","2","","1","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","217","684603","0.0-1.0-10.0-2.0-0.8","","false","90","2","","0","3","","","","","","","","","","",""
"601.3650000095367","<p>X</p>","72","combine","html-keyboard-response","218","686106","0.0-1.0-10.0-2.0-0.9","","false","72","2","","1","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","219","687622","0.0-1.0-10.0-2.0-0.10","","false","72","2","","1","3","","","","","","","","","","",""
"607.9949997365475","<p>E</p>","72","combine","html-keyboard-response","220","689127","0.0-1.0-10.0-2.0-0.11","","false","72","2","","1","3","","","","","","","","","","",""
"910.8750000596046","<p>X</p>","72","combine","html-keyboard-response","221","690643","0.0-1.0-10.0-2.0-0.12","","false","72","2","","1","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","222","692146","0.0-1.0-10.0-2.0-0.13","","false","90","2","","0","3","","","","","","","","","","",""
"381.264999974519","<p>T</p>","72","combine","html-keyboard-response","223","693652","0.0-1.0-10.0-2.0-0.14","","true","75","2","","0","3","","","","","","","","","","",""
"767.3800000920892","<p style='font-size:25px'>You were not accurate enough. You earned 0 points.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","","html-keyboard-response","224","694421","0.0-1.0-10.0-3.0","","","","","","","","","","","","","","","","","",""
"5864.045000169426","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","225","700288","0.0-1.0-12.0-0.0","","","","3","","","","","","64","0","","","","","","",""
"6228.930000215769","<p style='font-size':25px> You want <strong> 3.56 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>2.00</strong> points. </p><p style='font-size':25px> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","226","706518","0.0-1.0-13.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","227","706625","0.0-1.0-15.0-0.0","","","","","","","","","","","","","","","","","",""
"1768.429999705404","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","html-keyboard-response","228","708395","0.0-1.0-15.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","229","709898","0.0-1.0-15.0-2.0-0.0","","false","90","3","","","","","","","","2","","","","","",""
"405.39500024169683","<p>T</p>","75","detection","html-keyboard-response","230","711413","0.0-1.0-15.0-2.0-0.1","","true","75","3","","","","","","","","3","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","231","712931","0.0-1.0-15.0-2.0-0.2","","false","90","3","","","","","","","","0","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","232","714445","0.0-1.0-15.0-2.0-0.3","","false","90","3","","","","","","","","0","","","","","",""
"382.74999987334013","<p>T</p>","75","detection","html-keyboard-response","233","715961","0.0-1.0-15.0-2.0-0.4","","true","75","3","","","","","","","","3","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","234","717463","0.0-1.0-15.0-2.0-0.5","","false","90","3","","","","","","","","2","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","235","718977","0.0-1.0-15.0-2.0-0.6","","false","90","3","","","","","","","","2","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","236","720493","0.0-1.0-15.0-2.0-0.7","","false","90","3","","","","","","","","0","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","237","721996","0.0-1.0-15.0-2.0-0.8","","false","90","3","","","","","","","","2","","","","","",""
"349.03999976813793","<p>T</p>","75","detection","html-keyboard-response","238","723509","0.0-1.0-15.0-2.0-0.9","","true","75","3","","","","","","","","3","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","239","725012","0.0-1.0-15.0-2.0-0.10","","false","90","3","","","","","","","","1","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","240","726526","0.0-1.0-15.0-2.0-0.11","","false","90","3","","","","","","","","0","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","241","728041","0.0-1.0-15.0-2.0-0.12","","false","90","3","","","","","","","","1","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","242","729557","0.0-1.0-15.0-2.0-0.13","","false","90","3","","","","","","","","1","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","243","731072","0.0-1.0-15.0-2.0-0.14","","false","90","3","","","","","","","","2","","","","","",""
"1215.4199997894466","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","debrief","html-keyboard-response","244","732290","0.0-1.0-15.0-3.0","","","","","","","","","","","","","","","","","",""
"6904.679999686778","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","245","739196","0.0-1.0-16.0-0.0","","","","4","","","","","","72","0","","","","","","",""
"3670.2600000426173","<p style='font-size':25px> You want <strong> 3.88 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>1.52</strong> points. </p><p style='font-size':25px> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","246","742869","0.0-1.0-17.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","247","742978","0.0-1.0-19.0-0.0","","","","","","","","","","","","","","","","","",""
"2726.170000154525","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","html-keyboard-response","248","745706","0.0-1.0-19.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","249","747208","0.0-1.0-19.0-2.0-0.0","","false","90","4","","","","","","","","1","","","","","",""
"406.8350000306964","<p>T</p>","75","detection","html-keyboard-response","250","748717","0.0-1.0-19.0-2.0-0.1","","true","75","4","","","","","","","","3","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","251","750220","0.0-1.0-19.0-2.0-0.2","","false","90","4","","","","","","","","1","","","","","",""
"399.50500009581447","<p>T</p>","75","detection","html-keyboard-response","252","751734","0.0-1.0-19.0-2.0-0.3","","true","75","4","","","","","","","","3","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","253","753235","0.0-1.0-19.0-2.0-0.4","","false","90","4","","","","","","","","2","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","254","754748","0.0-1.0-19.0-2.0-0.5","","false","90","4","","","","","","","","0","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","255","756265","0.0-1.0-19.0-2.0-0.6","","false","90","4","","","","","","","","2","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","256","757781","0.0-1.0-19.0-2.0-0.7","","false","90","4","","","","","","","","1","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","257","759284","0.0-1.0-19.0-2.0-0.8","","false","90","4","","","","","","","","1","","","","","",""
"378.0749998986721","<p>T</p>","75","detection","html-keyboard-response","258","760797","0.0-1.0-19.0-2.0-0.9","","true","75","4","","","","","","","","3","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","259","762311","0.0-1.0-19.0-2.0-0.10","","false","90","4","","","","","","","","2","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","260","763813","0.0-1.0-19.0-2.0-0.11","","false","90","4","","","","","","","","2","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","261","765329","0.0-1.0-19.0-2.0-0.12","","false","90","4","","","","","","","","2","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","262","766844","0.0-1.0-19.0-2.0-0.13","","false","90","4","","","","","","","","2","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","263","768346","0.0-1.0-19.0-2.0-0.14","","false","90","4","","","","","","","","1","","","","","",""
"1835.7450002804399","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","debrief","html-keyboard-response","264","770181","0.0-1.0-19.0-3.0","","","","","","","","","","","","","","","","","",""
"6072.455000132322","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","265","776255","0.0-1.0-20.0-0.0","","","","5","","","","","","64","0","","","","","","",""
"7715.789999812841","<p style='font-size':25px> You want <strong> 3.56 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>4.80</strong> points. </p><p style='font-size':25px> You will be given 4.80 points if you achieve at least 85% accuracy on this task. </p><img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","266","783973","0.0-1.0-21.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","267","784077","0.0-1.0-22.0-0.0","","","","","","","","","","","","","","","","","",""
"7133.975000120699","<p>In this task, you will need to press <strong>H</strong> every time you see the same letter you saw 3 trials ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, press <strong>K</strong> as fast as you can.</p><p>Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","","html-keyboard-response","268","791213","0.0-1.0-22.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","269","792733","0.0-1.0-22.0-2.0-0.0","","false","90","5","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","270","794236","0.0-1.0-22.0-2.0-0.1","","false","90","5","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","271","795749","0.0-1.0-22.0-2.0-0.2","","false","90","5","","0","3","","","","","","","","","","",""
"433.2849998027086","<p>E</p>","72","combine","html-keyboard-response","272","797251","0.0-1.0-22.0-2.0-0.3","","false","72","5","","1","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","273","798763","0.0-1.0-22.0-2.0-0.4","","false","90","5","","0","3","","","","","","","","","","",""
"905.0900000147521","<p>R</p>","72","combine","html-keyboard-response","274","800276","0.0-1.0-22.0-2.0-0.5","","false","72","5","","1","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","275","801781","0.0-1.0-22.0-2.0-0.6","","false","90","5","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","276","803294","0.0-1.0-22.0-2.0-0.7","","false","90","5","","0","3","","","","","","","","","","",""
"972.6499998942018","<p>T</p>","75","combine","html-keyboard-response","277","804797","0.0-1.0-22.0-2.0-0.8","","true","75","5","","0","3","","","","","","","","","","",""
"508.34499998018146","<p>T</p>","75","combine","html-keyboard-response","278","806311","0.0-1.0-22.0-2.0-0.9","","true","75","5","","0","3","","","","","","","","","","",""
"492.3450001515448","<p>T</p>","75","combine","html-keyboard-response","279","807813","0.0-1.0-22.0-2.0-0.10","","true","75","5","","0","3","","","","","","","","","","",""
"673.5199997201562","<p>X</p>","72","combine","html-keyboard-response","280","809329","0.0-1.0-22.0-2.0-0.11","","false","90","5","","0","3","","","","","","","","","","",""
"894.8500002734363","<p>T</p>","75","combine","html-keyboard-response","281","810845","0.0-1.0-22.0-2.0-0.12","","true","72","5","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","282","812359","0.0-1.0-22.0-2.0-0.13","","false","90","5","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","283","813862","0.0-1.0-22.0-2.0-0.14","","false","90","5","","0","3","","","","","","","","","","",""
"3369.545000139624","<p style='font-size:25px'>Great job! You earned 4.80 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","","html-keyboard-response","284","817234","0.0-1.0-22.0-3.0","","","","","","","","","","","","","","","","","",""
"7708.855000324547","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","285","824946","0.0-2.0-0.0-0.0","","","","6","","","","","","64","0","","","","","","",""
"4048.1599997729063","<p style='font-size':25px> You want <strong> 3.56 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>3.16</strong> points. </p><p style='font-size':25px> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","286","828995","0.0-2.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","287","829098","0.0-2.0-3.0-0.0","","","","","","","","","","","","","","","","","",""
"5820.77999971807","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","html-keyboard-response","288","834916","0.0-2.0-3.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","289","836433","0.0-2.0-3.0-2.0-0.0","","false","90","6","","","","","","","","0","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","290","837941","0.0-2.0-3.0-2.0-0.1","","false","90","6","","","","","","","","0","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","291","839450","0.0-2.0-3.0-2.0-0.2","","false","90","6","","","","","","","","1","","","","","",""
"379.9250000156462","<p>T</p>","75","detection","html-keyboard-response","292","840956","0.0-2.0-3.0-2.0-0.3","","true","75","6","","","","","","","","3","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","293","842468","0.0-2.0-3.0-2.0-0.4","","false","90","6","","","","","","","","0","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","294","843972","0.0-2.0-3.0-2.0-0.5","","false","90","6","","","","","","","","0","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","295","845483","0.0-2.0-3.0-2.0-0.6","","false","90","6","","","","","","","","1","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","296","846991","0.0-2.0-3.0-2.0-0.7","","false","90","6","","","","","","","","0","","","","","",""
"544.0350002609193","<p>T</p>","75","detection","html-keyboard-response","297","848495","0.0-2.0-3.0-2.0-0.8","","true","75","6","","","","","","","","3","","","","","",""
"472.550000064075","<p>T</p>","75","detection","html-keyboard-response","298","850006","0.0-2.0-3.0-2.0-0.9","","true","75","6","","","","","","","","3","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","299","851509","0.0-2.0-3.0-2.0-0.10","","false","90","6","","","","","","","","0","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","300","853019","0.0-2.0-3.0-2.0-0.11","","false","90","6","","","","","","","","0","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","301","854525","0.0-2.0-3.0-2.0-0.12","","false","90","6","","","","","","","","2","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","302","856035","0.0-2.0-3.0-2.0-0.13","","false","90","6","","","","","","","","2","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","303","857541","0.0-2.0-3.0-2.0-0.14","","false","90","6","","","","","","","","1","","","","","",""
"837.8150002099574","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","debrief","html-keyboard-response","304","858382","0.0-2.0-3.0-3.0","","","","","","","","","","","","","","","","","",""
"4506.210000254214","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","305","862891","0.0-2.0-4.0-0.0","","","","7","","","","","","60","0","","","","","","",""
"5605.305000208318","<p style='font-size':25px> You want <strong> 3.40 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>4.80</strong> points. </p><p style='font-size':25px> You will be given 4.80 points if you achieve at least 85% accuracy on this task. </p><img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","306","868498","0.0-2.0-5.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","307","868615","0.0-2.0-6.0-0.0","","","","","","","","","","","","","","","","","",""
