"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","detect","correct_key","tasknum","practice_accuracy","practice","nback","n","response","BDMquizgrade","slider_start","stimnum","TOT","overall","performance_by_block","points_list","value_list","offer_list"
"","categorize-html","140","698065","0.0-1.0-8.0-6.0-0.4","7313.370000105351","<p'font-size':15px>[Question 5 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p'font-size':25px>Under which of the following two conditions will you <strong>not</strong> do the pictured task?</p><p>A. When you ask for 3 points, and the computer randomly offers 2 points.</p><p 'font-size':25px> B. When you ask for 3 points, and the computer randomly offers 4 points.</p>","65","quiz","true","","","","","","","","","","","","","","","","",""
"","categorize-html","141","707202","0.0-1.0-8.0-6.0-0.5","7124.139999970794","<p'font-size':15px>[Question 6 of 6]</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p'font-size':25px>Which is the correct strategy for asking for points?</p><p>A. Ask for as many points as possible.</p><p 'font-size':25px> B. Tell the truth about what is a fair wage for you.</p>","66","quiz","true","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","142","710193","0.0-1.0-8.0-7.0-0.0","2987.659999867901","<p>Great job! We will now begin the real experiment.</p><p>[Press the space bar to continue.]</p>","32","BDMquiz","","","","","","","","","","83.33333333333334","","","","","","","",""
"","html-keyboard-response","143","737580","0.0-1.0-9.0-0.0","27384.924999903888","<p>The real experiment will now start. </p><p>For each round of the experiment, you will be asked how many points you would like to earn to complete a task.</p><p>If you ask for more points than a randomly generated number, you will not complete that task. </p><p>Instead, you will complete a different task and earn 1 point.</p><p>At the end of the experiment, the points you earn will be counted and turned into a bonus payment. $$</p><p>[Press the space bar to continue.]</p>","32","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","144","763991","0.0-1.0-10.0-0.0","26408.395000034943","<p>Pay attention! If you are not at least 80% accurate, you will not earn points for completing each task.</p><p>You will not be getting the same amount of feedback on your performance in the real experiment.</p><p>If you press a button, the stimulus on screen will turn red to show you that the computer registered your response.</p><p>If we can tell that you are not paying attention (not accurate enough or not responding quickly enough), then this HIT will end early and you will earn a smaller payment. $$</p><p>[Press the space bar to begin the real experiment.]</p>","32","instructions","","","","","","","","","","","","","","","","","",""
"","html-slider-response","145","779268","0.0-2.0-0.0-0.0","15273.27000000514","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","0","","","","","88","","93.1309262513364","","","","","","",""
"","html-keyboard-response","146","790036","0.0-2.0-1.0-0.0","10766.569999977946","<p style='font-size':25px> You want <strong> 4.52 </strong> points. </p> <p> The computer offers <strong>1.76</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","147","790150","0.0-2.0-3.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","148","795087","0.0-2.0-3.0-1.0-0.0","4935.555000090972","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","",""
"","categorize-html","149","796605","0.0-2.0-3.0-2.0-0.0","null","<p>X</p>","null","detection","false","false","90","0","","","","","","","","2","","","","","",""
"","html-keyboard-response","150","796613","0.0-2.0-3.0-2.0-1.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","151","796920","0.0-2.0-3.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","152","797375","0.0-2.0-3.0-2.0-3.0","452.5150000117719","<p>T</p>","75","detection","true","true","75","0","","","","","","","","3","","","","","",""
"","html-keyboard-response","153","798448","0.0-2.0-3.0-2.0-4.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","154","798765","0.0-2.0-3.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","155","799304","0.0-2.0-3.0-2.0-6.0","532.9849999397993","<p>T</p>","75","detection","true","true","75","0","","","","","","","","3","","","","","",""
"","html-keyboard-response","156","800274","0.0-2.0-3.0-2.0-7.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","157","800591","0.0-2.0-3.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","158","802116","0.0-2.0-3.0-2.0-9.0","null","<p>X</p>","null","detection","false","false","90","0","","","","","","","","2","","","","","",""
"","html-keyboard-response","159","802126","0.0-2.0-3.0-2.0-10.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","160","802432","0.0-2.0-3.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","161","803960","0.0-2.0-3.0-2.0-12.0","null","<p>E</p>","null","detection","false","false","90","0","","","","","","","","0","","","","","",""
"","html-keyboard-response","162","803966","0.0-2.0-3.0-2.0-13.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","163","804278","0.0-2.0-3.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","164","805794","0.0-2.0-3.0-2.0-15.0","null","<p>X</p>","null","detection","false","false","90","0","","","","","","","","2","","","","","",""
"","html-keyboard-response","165","805802","0.0-2.0-3.0-2.0-16.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","166","806125","0.0-2.0-3.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","167","807653","0.0-2.0-3.0-2.0-18.0","null","<p>X</p>","null","detection","false","false","90","0","","","","","","","","2","","","","","",""
"","html-keyboard-response","168","807661","0.0-2.0-3.0-2.0-19.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","169","807975","0.0-2.0-3.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","170","809496","0.0-2.0-3.0-2.0-21.0","null","<p>R</p>","null","detection","false","false","90","0","","","","","","","","1","","","","","",""
"","html-keyboard-response","171","809502","0.0-2.0-3.0-2.0-22.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","172","809815","0.0-2.0-3.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","173","810304","0.0-2.0-3.0-2.0-24.0","486.84999998658895","<p>T</p>","75","detection","true","true","75","0","","","","","","","","3","","","","","",""
"","html-keyboard-response","174","811328","0.0-2.0-3.0-2.0-25.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","175","811639","0.0-2.0-3.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","176","813163","0.0-2.0-3.0-2.0-27.0","null","<p>R</p>","null","detection","false","false","90","0","","","","","","","","1","","","","","",""
"","html-keyboard-response","177","813169","0.0-2.0-3.0-2.0-28.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","178","813472","0.0-2.0-3.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","179","814988","0.0-2.0-3.0-2.0-30.0","null","<p>R</p>","null","detection","false","false","90","0","","","","","","","","1","","","","","",""
"","html-keyboard-response","180","814995","0.0-2.0-3.0-2.0-31.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","181","815312","0.0-2.0-3.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","182","816824","0.0-2.0-3.0-2.0-33.0","null","<p>E</p>","null","detection","false","false","90","0","","","","","","","","0","","","","","",""
"","html-keyboard-response","183","816832","0.0-2.0-3.0-2.0-34.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","184","817147","0.0-2.0-3.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","185","818666","0.0-2.0-3.0-2.0-36.0","null","<p>X</p>","null","detection","false","false","90","0","","","","","","","","2","","","","","",""
"","html-keyboard-response","186","818674","0.0-2.0-3.0-2.0-37.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","187","818990","0.0-2.0-3.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","188","820508","0.0-2.0-3.0-2.0-39.0","null","<p>E</p>","null","detection","false","false","90","0","","","","","","","","0","","","","","",""
"","html-keyboard-response","189","820515","0.0-2.0-3.0-2.0-40.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","190","820819","0.0-2.0-3.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","191","822344","0.0-2.0-3.0-2.0-42.0","null","<p>R</p>","null","detection","false","false","90","0","","","","","","","","1","","","","","",""
"","html-keyboard-response","192","822353","0.0-2.0-3.0-2.0-43.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","193","822664","0.0-2.0-3.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","194","824277","0.0-2.0-3.0-3.0","1609.0600001625717","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","",""
"","html-slider-response","195","836249","0.0-2.0-4.0-0.0","11968.044999986887","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","1","","","","","76","","91.46404977521783","","","","","","",""
"","html-keyboard-response","196","840265","0.0-2.0-5.0-0.0","4013.2299999240786","<p style='font-size':25px> You want <strong> 4.04 </strong> points. </p> <p> The computer offers <strong>3.76</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","197","840383","0.0-2.0-7.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","198","842203","0.0-2.0-7.0-1.0-0.0","1817.5999999511987","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","",""
"","categorize-html","199","843719","0.0-2.0-7.0-2.0-0.0","null","<p>R</p>","null","detection","false","false","90","1","","","","","","","","1","","","","","",""
"","html-keyboard-response","200","843727","0.0-2.0-7.0-2.0-1.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","201","844037","0.0-2.0-7.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","202","844441","0.0-2.0-7.0-2.0-3.0","401.7500001937151","<p>T</p>","75","detection","true","true","75","1","","","","","","","","3","","","","","",""
"","html-keyboard-response","203","845550","0.0-2.0-7.0-2.0-4.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","204","845868","0.0-2.0-7.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","205","847377","0.0-2.0-7.0-2.0-6.0","null","<p>E</p>","null","detection","false","false","90","1","","","","","","","","0","","","","","",""
"","html-keyboard-response","206","847384","0.0-2.0-7.0-2.0-7.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","207","847700","0.0-2.0-7.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","208","849212","0.0-2.0-7.0-2.0-9.0","null","<p>R</p>","null","detection","false","false","90","1","","","","","","","","1","","","","","",""
"","html-keyboard-response","209","849218","0.0-2.0-7.0-2.0-10.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","210","849529","0.0-2.0-7.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","211","851039","0.0-2.0-7.0-2.0-12.0","null","<p>X</p>","null","detection","false","false","90","1","","","","","","","","2","","","","","",""
"","html-keyboard-response","212","851047","0.0-2.0-7.0-2.0-13.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","213","851361","0.0-2.0-7.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","214","851725","0.0-2.0-7.0-2.0-15.0","360.19000015221536","<p>T</p>","75","detection","true","true","75","1","","","","","","","","3","","","","","",""
"","html-keyboard-response","215","852867","0.0-2.0-7.0-2.0-16.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","216","853174","0.0-2.0-7.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","217","854689","0.0-2.0-7.0-2.0-18.0","null","<p>X</p>","null","detection","false","false","90","1","","","","","","","","2","","","","","",""
"","html-keyboard-response","218","854696","0.0-2.0-7.0-2.0-19.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","219","855001","0.0-2.0-7.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","220","856522","0.0-2.0-7.0-2.0-21.0","null","<p>R</p>","null","detection","false","false","90","1","","","","","","","","1","","","","","",""
"","html-keyboard-response","221","856527","0.0-2.0-7.0-2.0-22.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","222","856830","0.0-2.0-7.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","223","858343","0.0-2.0-7.0-2.0-24.0","null","<p>X</p>","null","detection","false","false","90","1","","","","","","","","2","","","","","",""
"","html-keyboard-response","224","858352","0.0-2.0-7.0-2.0-25.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","225","858666","0.0-2.0-7.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","226","859133","0.0-2.0-7.0-2.0-27.0","465.1300001423806","<p>T</p>","75","detection","true","true","75","1","","","","","","","","3","","","","","",""
"","html-keyboard-response","227","860171","0.0-2.0-7.0-2.0-28.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","228","860486","0.0-2.0-7.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","229","862004","0.0-2.0-7.0-2.0-30.0","null","<p>E</p>","null","detection","false","false","90","1","","","","","","","","0","","","","","",""
"","html-keyboard-response","230","862013","0.0-2.0-7.0-2.0-31.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","231","862324","0.0-2.0-7.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","232","863837","0.0-2.0-7.0-2.0-33.0","null","<p>E</p>","null","detection","false","false","90","1","","","","","","","","0","","","","","",""
"","html-keyboard-response","233","863843","0.0-2.0-7.0-2.0-34.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","234","864152","0.0-2.0-7.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","235","865668","0.0-2.0-7.0-2.0-36.0","null","<p>X</p>","null","detection","false","false","90","1","","","","","","","","2","","","","","",""
"","html-keyboard-response","236","865674","0.0-2.0-7.0-2.0-37.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","237","865992","0.0-2.0-7.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","238","867514","0.0-2.0-7.0-2.0-39.0","null","<p>X</p>","null","detection","false","false","90","1","","","","","","","","2","","","","","",""
"","html-keyboard-response","239","867522","0.0-2.0-7.0-2.0-40.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","240","867834","0.0-2.0-7.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","241","869353","0.0-2.0-7.0-2.0-42.0","null","<p>X</p>","null","detection","false","false","90","1","","","","","","","","2","","","","","",""
"","html-keyboard-response","242","869360","0.0-2.0-7.0-2.0-43.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","243","869679","0.0-2.0-7.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","244","870732","0.0-2.0-7.0-3.0","1049.8150000348687","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","",""
"","html-slider-response","245","889286","0.0-2.0-8.0-0.0","18550.44999998063","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","2","","","","","72","","12.566494960878982","","","","","","",""
"","html-keyboard-response","246","894522","0.0-2.0-9.0-0.0","5232.009999919683","<p style='font-size':25px> You want <strong> 3.88 </strong> points. </p> <p> The computer offers <strong>4.64</strong> points. </p><p> You will be given 4.64 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","247","894635","0.0-2.0-10.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","248","903676","0.0-2.0-10.0-1.0-0.0","9039.27499987185","<p>In this task, you will need to press <strong>H</strong> every time you see the same letter you saw 3 letters ago.</p> <p>If the image on screen was not the one you saw 3 letters ago, do not press anything.</p><p>If you see a T, press <strong>K</strong> as fast as you can.</p><p>Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","","","","","","","","","","","","","","","","","","",""
"","categorize-html","249","905183","0.0-2.0-10.0-2.0-0.0","null","<p>X</p>","null","combine","false","false","90","2","","","0","3","","","","","","","","","",""
"","html-keyboard-response","250","905191","0.0-2.0-10.0-2.0-1.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","251","905502","0.0-2.0-10.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","252","907017","0.0-2.0-10.0-2.0-3.0","null","<p>X</p>","null","combine","false","false","90","2","","","0","3","","","","","","","","","",""
"","html-keyboard-response","253","907025","0.0-2.0-10.0-2.0-4.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","254","907339","0.0-2.0-10.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","255","908849","0.0-2.0-10.0-2.0-6.0","null","<p>X</p>","null","combine","false","false","90","2","","","0","3","","","","","","","","","",""
"","html-keyboard-response","256","908858","0.0-2.0-10.0-2.0-7.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","257","909166","0.0-2.0-10.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","258","909864","0.0-2.0-10.0-2.0-9.0","695.6950000021607","<p>T</p>","75","combine","true","true","75","2","","","0","3","","","","","","","","","",""
"","html-keyboard-response","259","910678","0.0-2.0-10.0-2.0-10.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","260","910981","0.0-2.0-10.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","261","911767","0.0-2.0-10.0-2.0-12.0","782.1900001727045","<p>X</p>","72","combine","true","false","72","2","","","1","3","","","","","","","","","",""
"","html-keyboard-response","262","912493","0.0-2.0-10.0-2.0-13.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","263","912813","0.0-2.0-10.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","264","914332","0.0-2.0-10.0-2.0-15.0","null","<p>R</p>","null","combine","false","false","90","2","","","0","3","","","","","","","","","",""
"","html-keyboard-response","265","914339","0.0-2.0-10.0-2.0-16.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","266","914647","0.0-2.0-10.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","267","915470","0.0-2.0-10.0-2.0-18.0","819.7049999143928","<p>T</p>","75","combine","false","true","72","2","","","0","3","","","","","","","","","",""
"","html-keyboard-response","268","916161","0.0-2.0-10.0-2.0-19.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","269","916472","0.0-2.0-10.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","270","917988","0.0-2.0-10.0-2.0-21.0","null","<p>R</p>","null","combine","false","false","90","2","","","0","3","","","","","","","","","",""
"","html-keyboard-response","271","917994","0.0-2.0-10.0-2.0-22.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","272","918301","0.0-2.0-10.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","273","919814","0.0-2.0-10.0-2.0-24.0","null","<p>E</p>","null","combine","false","false","90","2","","","0","3","","","","","","","","","",""
"","html-keyboard-response","274","919823","0.0-2.0-10.0-2.0-25.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","275","920134","0.0-2.0-10.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","276","920981","0.0-2.0-10.0-2.0-27.0","839.8800001014024","<p>T</p>","75","combine","false","true","72","2","","","0","3","","","","","","","","","",""
"","html-keyboard-response","277","921651","0.0-2.0-10.0-2.0-28.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","278","921968","0.0-2.0-10.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","279","923228","0.0-2.0-10.0-2.0-30.0","1257.0699998177588","<p>R</p>","72","combine","true","false","72","2","","","1","3","","","","","","","","","",""
"","html-keyboard-response","280","923478","0.0-2.0-10.0-2.0-31.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","281","923781","0.0-2.0-10.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","282","925293","0.0-2.0-10.0-2.0-33.0","null","<p>R</p>","null","combine","false","false","90","2","","","0","3","","","","","","","","","",""
"","html-keyboard-response","283","925301","0.0-2.0-10.0-2.0-34.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","284","925613","0.0-2.0-10.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","285","927145","0.0-2.0-10.0-2.0-36.0","null","<p>X</p>","null","combine","false","false","90","2","","","0","3","","","","","","","","","",""
"","html-keyboard-response","286","927152","0.0-2.0-10.0-2.0-37.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","287","927470","0.0-2.0-10.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","288","928369","0.0-2.0-10.0-2.0-39.0","894.1849998664111","<p>R</p>","72","combine","true","false","72","2","","","1","3","","","","","","","","","",""
"","html-keyboard-response","289","928989","0.0-2.0-10.0-2.0-40.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","290","929299","0.0-2.0-10.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","291","930428","0.0-2.0-10.0-2.0-42.0","1125.1000000629574","<p>R</p>","72","combine","true","false","72","2","","","1","3","","","","","","","","","",""
"","html-keyboard-response","292","930819","0.0-2.0-10.0-2.0-43.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","293","931123","0.0-2.0-10.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","294","934596","0.0-2.0-10.0-3.0","3469.5150000043213","<p style='font-size:25px'>Great job! You earned 4.64 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","295","948251","0.0-2.0-12.0-0.0","13652.680000057444","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","3","","","","","88","","0.6183430386006217","","","","","","",""
"","html-keyboard-response","296","952924","0.0-2.0-13.0-0.0","4671.009999932721","<p style='font-size':25px> You want <strong> 4.52 </strong> points. </p> <p> The computer offers <strong>4.60</strong> points. </p><p> You will be given 4.60 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","297","953034","0.0-2.0-14.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","298","954704","0.0-2.0-14.0-1.0-0.0","1668.0200002156198","<p>In this task, you will need to press <strong>H</strong> every time you see the same letter you saw 3 letters ago.</p> <p>If the image on screen was not the one you saw 3 letters ago, do not press anything.</p><p>If you see a T, press <strong>K</strong> as fast as you can.</p><p>Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","","","","","","","","","","","","","","","","","","",""
"","categorize-html","299","956223","0.0-2.0-14.0-2.0-0.0","null","<p>X</p>","null","combine","false","false","90","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","300","956228","0.0-2.0-14.0-2.0-1.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","301","956546","0.0-2.0-14.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","302","958058","0.0-2.0-14.0-2.0-3.0","null","<p>E</p>","null","combine","false","false","90","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","303","958065","0.0-2.0-14.0-2.0-4.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","304","958369","0.0-2.0-14.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
